"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"12/01/2023 02:00:00 - 12/01/2023 03:00:00","BZN|FR","Without Sequence","10.00","",""
"12/01/2023 03:00:00 - 12/01/2023 04:00:00","BZN|FR","Without Sequence","6.27","",""
"12/01/2023 04:00:00 - 12/01/2023 05:00:00","BZN|FR","Without Sequence","7.60","",""
"12/01/2023 05:00:00 - 12/01/2023 06:00:00","BZN|FR","Without Sequence","30.02","",""
"12/01/2023 06:00:00 - 12/01/2023 07:00:00","BZN|FR","Without Sequence","91.12","",""
"12/01/2023 07:00:00 - 12/01/2023 08:00:00","BZN|FR","Without Sequence","118.91","",""
"12/01/2023 08:00:00 - 12/01/2023 09:00:00","BZN|FR","Without Sequence","120.99","",""
"12/01/2023 09:00:00 - 12/01/2023 10:00:00","BZN|FR","Without Sequence","120.00","",""
"12/01/2023 10:00:00 - 12/01/2023 11:00:00","BZN|FR","Without Sequence","102.84","",""
"12/01/2023 11:00:00 - 12/01/2023 12:00:00","BZN|FR","Without Sequence","100.91","",""
"12/01/2023 12:00:00 - 12/01/2023 13:00:00","BZN|FR","Without Sequence","91.28","",""
"12/01/2023 13:00:00 - 12/01/2023 14:00:00","BZN|FR","Without Sequence","92.40","",""
"12/01/2023 14:00:00 - 12/01/2023 15:00:00","BZN|FR","Without Sequence","100.68","",""
"12/01/2023 15:00:00 - 12/01/2023 16:00:00","BZN|FR","Without Sequence","102.43","",""
"12/01/2023 16:00:00 - 12/01/2023 17:00:00","BZN|FR","Without Sequence","102.30","",""
"12/01/2023 17:00:00 - 12/01/2023 18:00:00","BZN|FR","Without Sequence","120.63","",""
"12/01/2023 18:00:00 - 12/01/2023 19:00:00","BZN|FR","Without Sequence","132.89","",""
"12/01/2023 19:00:00 - 12/01/2023 20:00:00","BZN|FR","Without Sequence","117.34","",""
"12/01/2023 20:00:00 - 12/01/2023 21:00:00","BZN|FR","Without Sequence","115.71","",""
"12/01/2023 21:00:00 - 12/01/2023 22:00:00","BZN|FR","Without Sequence","89.09","",""
"12/01/2023 22:00:00 - 12/01/2023 23:00:00","BZN|FR","Without Sequence","76.80","",""
"12/01/2023 23:00:00 - 13/01/2023 00:00:00","BZN|FR","Without Sequence","76.80","",""
"13/01/2023 00:00:00 - 13/01/2023 01:00:00","BZN|FR","Without Sequence","36.58","",""
"13/01/2023 01:00:00 - 13/01/2023 02:00:00","BZN|FR","Without Sequence","22.21","",""
"13/01/2023 02:00:00 - 13/01/2023 03:00:00","BZN|FR","Without Sequence","15.39","",""
"13/01/2023 03:00:00 - 13/01/2023 04:00:00","BZN|FR","Without Sequence","5.03","",""
"13/01/2023 04:00:00 - 13/01/2023 05:00:00","BZN|FR","Without Sequence","5.98","",""
"13/01/2023 05:00:00 - 13/01/2023 06:00:00","BZN|FR","Without Sequence","28.91","",""
"13/01/2023 06:00:00 - 13/01/2023 07:00:00","BZN|FR","Without Sequence","58.92","",""
"13/01/2023 07:00:00 - 13/01/2023 08:00:00","BZN|FR","Without Sequence","92.58","",""
"13/01/2023 08:00:00 - 13/01/2023 09:00:00","BZN|FR","Without Sequence","111.33","",""
"13/01/2023 09:00:00 - 13/01/2023 10:00:00","BZN|FR","Without Sequence","106.03","",""
"13/01/2023 10:00:00 - 13/01/2023 11:00:00","BZN|FR","Without Sequence","98.74","",""
"13/01/2023 11:00:00 - 13/01/2023 12:00:00","BZN|FR","Without Sequence","91.17","",""
"13/01/2023 12:00:00 - 13/01/2023 13:00:00","BZN|FR","Without Sequence","82.89","",""
"13/01/2023 13:00:00 - 13/01/2023 14:00:00","BZN|FR","Without Sequence","76.14","",""
"13/01/2023 14:00:00 - 13/01/2023 15:00:00","BZN|FR","Without Sequence","77.96","",""
"13/01/2023 15:00:00 - 13/01/2023 16:00:00","BZN|FR","Without Sequence","84.33","",""
"13/01/2023 16:00:00 - 13/01/2023 17:00:00","BZN|FR","Without Sequence","90.14","",""
"13/01/2023 17:00:00 - 13/01/2023 18:00:00","BZN|FR","Without Sequence","113.13","",""
"13/01/2023 18:00:00 - 13/01/2023 19:00:00","BZN|FR","Without Sequence","128.08","",""
"13/01/2023 19:00:00 - 13/01/2023 20:00:00","BZN|FR","Without Sequence","125.04","",""
"13/01/2023 20:00:00 - 13/01/2023 21:00:00","BZN|FR","Without Sequence","119.07","",""
"13/01/2023 21:00:00 - 13/01/2023 22:00:00","BZN|FR","Without Sequence","107.51","",""
"13/01/2023 22:00:00 - 13/01/2023 23:00:00","BZN|FR","Without Sequence","110.37","",""
"13/01/2023 23:00:00 - 14/01/2023 00:00:00","BZN|FR","Without Sequence","110.37","",""
"14/01/2023 00:00:00 - 14/01/2023 01:00:00","BZN|FR","Without Sequence","80.00","",""
"14/01/2023 01:00:00 - 14/01/2023 02:00:00","BZN|FR","Without Sequence","73.50","",""
"14/01/2023 02:00:00 - 14/01/2023 03:00:00","BZN|FR","Without Sequence","65.91","",""
"14/01/2023 03:00:00 - 14/01/2023 04:00:00","BZN|FR","Without Sequence","49.95","",""
"14/01/2023 04:00:00 - 14/01/2023 05:00:00","BZN|FR","Without Sequence","45.37","",""
"14/01/2023 05:00:00 - 14/01/2023 06:00:00","BZN|FR","Without Sequence","45.00","",""
"14/01/2023 06:00:00 - 14/01/2023 07:00:00","BZN|FR","Without Sequence","48.23","",""
"14/01/2023 07:00:00 - 14/01/2023 08:00:00","BZN|FR","Without Sequence","59.39","",""
"14/01/2023 08:00:00 - 14/01/2023 09:00:00","BZN|FR","Without Sequence","60.65","",""
"14/01/2023 09:00:00 - 14/01/2023 10:00:00","BZN|FR","Without Sequence","68.71","",""
"14/01/2023 10:00:00 - 14/01/2023 11:00:00","BZN|FR","Without Sequence","63.99","",""
"14/01/2023 11:00:00 - 14/01/2023 12:00:00","BZN|FR","Without Sequence","69.55","",""
"14/01/2023 12:00:00 - 14/01/2023 13:00:00","BZN|FR","Without Sequence","67.64","",""
"14/01/2023 13:00:00 - 14/01/2023 14:00:00","BZN|FR","Without Sequence","46.90","",""
"14/01/2023 14:00:00 - 14/01/2023 15:00:00","BZN|FR","Without Sequence","47.13","",""
"14/01/2023 15:00:00 - 14/01/2023 16:00:00","BZN|FR","Without Sequence","37.86","",""
"14/01/2023 16:00:00 - 14/01/2023 17:00:00","BZN|FR","Without Sequence","42.97","",""
"14/01/2023 17:00:00 - 14/01/2023 18:00:00","BZN|FR","Without Sequence","56.46","",""
"14/01/2023 18:00:00 - 14/01/2023 19:00:00","BZN|FR","Without Sequence","64.50","",""
"14/01/2023 19:00:00 - 14/01/2023 20:00:00","BZN|FR","Without Sequence","69.78","",""
"14/01/2023 20:00:00 - 14/01/2023 21:00:00","BZN|FR","Without Sequence","54.52","",""
"14/01/2023 21:00:00 - 14/01/2023 22:00:00","BZN|FR","Without Sequence","45.00","",""
"14/01/2023 22:00:00 - 14/01/2023 23:00:00","BZN|FR","Without Sequence","44.20","",""
"14/01/2023 23:00:00 - 15/01/2023 00:00:00","BZN|FR","Without Sequence","44.20","",""
"15/01/2023 00:00:00 - 15/01/2023 01:00:00","BZN|FR","Without Sequence","25.00","",""
"15/01/2023 01:00:00 - 15/01/2023 02:00:00","BZN|FR","Without Sequence","17.08","",""
"15/01/2023 02:00:00 - 15/01/2023 03:00:00","BZN|FR","Without Sequence","13.94","",""
"15/01/2023 03:00:00 - 15/01/2023 04:00:00","BZN|FR","Without Sequence","4.16","",""
"15/01/2023 04:00:00 - 15/01/2023 05:00:00","BZN|FR","Without Sequence","3.10","",""
"15/01/2023 05:00:00 - 15/01/2023 06:00:00","BZN|FR","Without Sequence","4.16","",""
"15/01/2023 06:00:00 - 15/01/2023 07:00:00","BZN|FR","Without Sequence","4.16","",""
"15/01/2023 07:00:00 - 15/01/2023 08:00:00","BZN|FR","Without Sequence","5.00","",""
"15/01/2023 08:00:00 - 15/01/2023 09:00:00","BZN|FR","Without Sequence","16.18","",""
"15/01/2023 09:00:00 - 15/01/2023 10:00:00","BZN|FR","Without Sequence","26.73","",""
"15/01/2023 10:00:00 - 15/01/2023 11:00:00","BZN|FR","Without Sequence","31.49","",""
"15/01/2023 11:00:00 - 15/01/2023 12:00:00","BZN|FR","Without Sequence","39.77","",""
"15/01/2023 12:00:00 - 15/01/2023 13:00:00","BZN|FR","Without Sequence","39.41","",""
"15/01/2023 13:00:00 - 15/01/2023 14:00:00","BZN|FR","Without Sequence","28.63","",""
"15/01/2023 14:00:00 - 15/01/2023 15:00:00","BZN|FR","Without Sequence","34.02","",""
"15/01/2023 15:00:00 - 15/01/2023 16:00:00","BZN|FR","Without Sequence","36.96","",""
"15/01/2023 16:00:00 - 15/01/2023 17:00:00","BZN|FR","Without Sequence","22.91","",""
"15/01/2023 17:00:00 - 15/01/2023 18:00:00","BZN|FR","Without Sequence","53.93","",""
"15/01/2023 18:00:00 - 15/01/2023 19:00:00","BZN|FR","Without Sequence","77.91","",""
"15/01/2023 19:00:00 - 15/01/2023 20:00:00","BZN|FR","Without Sequence","80.10","",""
"15/01/2023 20:00:00 - 15/01/2023 21:00:00","BZN|FR","Without Sequence","69.82","",""
"15/01/2023 21:00:00 - 15/01/2023 22:00:00","BZN|FR","Without Sequence","63.26","",""
"15/01/2023 22:00:00 - 15/01/2023 23:00:00","BZN|FR","Without Sequence","73.12","",""
"15/01/2023 23:00:00 - 16/01/2023 00:00:00","BZN|FR","Without Sequence","73.12","",""
"16/01/2023 00:00:00 - 16/01/2023 01:00:00","BZN|FR","Without Sequence","60.01","",""
"16/01/2023 01:00:00 - 16/01/2023 02:00:00","BZN|FR","Without Sequence","60.01","",""
"16/01/2023 02:00:00 - 16/01/2023 03:00:00","BZN|FR","Without Sequence","62.72","",""
"16/01/2023 03:00:00 - 16/01/2023 04:00:00","BZN|FR","Without Sequence","56.10","",""
"16/01/2023 04:00:00 - 16/01/2023 05:00:00","BZN|FR","Without Sequence","63.30","",""
"16/01/2023 05:00:00 - 16/01/2023 06:00:00","BZN|FR","Without Sequence","87.00","",""
"16/01/2023 06:00:00 - 16/01/2023 07:00:00","BZN|FR","Without Sequence","154.63","",""
"16/01/2023 07:00:00 - 16/01/2023 08:00:00","BZN|FR","Without Sequence","175.11","",""
"16/01/2023 08:00:00 - 16/01/2023 09:00:00","BZN|FR","Without Sequence","185.99","",""
"16/01/2023 09:00:00 - 16/01/2023 10:00:00","BZN|FR","Without Sequence","170.00","",""
"16/01/2023 10:00:00 - 16/01/2023 11:00:00","BZN|FR","Without Sequence","166.29","",""
"16/01/2023 11:00:00 - 16/01/2023 12:00:00","BZN|FR","Without Sequence","155.99","",""
"16/01/2023 12:00:00 - 16/01/2023 13:00:00","BZN|FR","Without Sequence","147.98","",""
"16/01/2023 13:00:00 - 16/01/2023 14:00:00","BZN|FR","Without Sequence","142.88","",""
"16/01/2023 14:00:00 - 16/01/2023 15:00:00","BZN|FR","Without Sequence","143.32","",""
"16/01/2023 15:00:00 - 16/01/2023 16:00:00","BZN|FR","Without Sequence","146.83","",""
"16/01/2023 16:00:00 - 16/01/2023 17:00:00","BZN|FR","Without Sequence","151.57","",""
"16/01/2023 17:00:00 - 16/01/2023 18:00:00","BZN|FR","Without Sequence","166.79","",""
"16/01/2023 18:00:00 - 16/01/2023 19:00:00","BZN|FR","Without Sequence","173.72","",""
"16/01/2023 19:00:00 - 16/01/2023 20:00:00","BZN|FR","Without Sequence","175.78","",""
"16/01/2023 20:00:00 - 16/01/2023 21:00:00","BZN|FR","Without Sequence","158.63","",""
"16/01/2023 21:00:00 - 16/01/2023 22:00:00","BZN|FR","Without Sequence","132.97","",""
"16/01/2023 22:00:00 - 16/01/2023 23:00:00","BZN|FR","Without Sequence","150.86","",""
"16/01/2023 23:00:00 - 17/01/2023 00:00:00","BZN|FR","Without Sequence","150.86","",""
"17/01/2023 00:00:00 - 17/01/2023 01:00:00","BZN|FR","Without Sequence","139.96","",""
"17/01/2023 01:00:00 - 17/01/2023 02:00:00","BZN|FR","Without Sequence","150.81","",""
"17/01/2023 02:00:00 - 17/01/2023 03:00:00","BZN|FR","Without Sequence","156.98","",""
"17/01/2023 03:00:00 - 17/01/2023 04:00:00","BZN|FR","Without Sequence","141.50","",""
"17/01/2023 04:00:00 - 17/01/2023 05:00:00","BZN|FR","Without Sequence","141.00","",""
"17/01/2023 05:00:00 - 17/01/2023 06:00:00","BZN|FR","Without Sequence","150.40","",""
"17/01/2023 06:00:00 - 17/01/2023 07:00:00","BZN|FR","Without Sequence","173.06","",""
"17/01/2023 07:00:00 - 17/01/2023 08:00:00","BZN|FR","Without Sequence","195.01","",""
"17/01/2023 08:00:00 - 17/01/2023 09:00:00","BZN|FR","Without Sequence","255.02","",""
"17/01/2023 09:00:00 - 17/01/2023 10:00:00","BZN|FR","Without Sequence","231.40","",""
"17/01/2023 10:00:00 - 17/01/2023 11:00:00","BZN|FR","Without Sequence","219.55","",""
"17/01/2023 11:00:00 - 17/01/2023 12:00:00","BZN|FR","Without Sequence","204.04","",""
"17/01/2023 12:00:00 - 17/01/2023 13:00:00","BZN|FR","Without Sequence","187.10","",""
"17/01/2023 13:00:00 - 17/01/2023 14:00:00","BZN|FR","Without Sequence","177.00","",""
"17/01/2023 14:00:00 - 17/01/2023 15:00:00","BZN|FR","Without Sequence","170.15","",""
"17/01/2023 15:00:00 - 17/01/2023 16:00:00","BZN|FR","Without Sequence","178.75","",""
"17/01/2023 16:00:00 - 17/01/2023 17:00:00","BZN|FR","Without Sequence","187.06","",""
"17/01/2023 17:00:00 - 17/01/2023 18:00:00","BZN|FR","Without Sequence","193.86","",""
"17/01/2023 18:00:00 - 17/01/2023 19:00:00","BZN|FR","Without Sequence","210.51","",""
"17/01/2023 19:00:00 - 17/01/2023 20:00:00","BZN|FR","Without Sequence","194.58","",""
"17/01/2023 20:00:00 - 17/01/2023 21:00:00","BZN|FR","Without Sequence","177.13","",""
"17/01/2023 21:00:00 - 17/01/2023 22:00:00","BZN|FR","Without Sequence","157.49","",""
"17/01/2023 22:00:00 - 17/01/2023 23:00:00","BZN|FR","Without Sequence","159.62","",""
"17/01/2023 23:00:00 - 18/01/2023 00:00:00","BZN|FR","Without Sequence","159.62","",""
"18/01/2023 00:00:00 - 18/01/2023 01:00:00","BZN|FR","Without Sequence","135.30","",""
"18/01/2023 01:00:00 - 18/01/2023 02:00:00","BZN|FR","Without Sequence","136.27","",""
"18/01/2023 02:00:00 - 18/01/2023 03:00:00","BZN|FR","Without Sequence","132.75","",""
"18/01/2023 03:00:00 - 18/01/2023 04:00:00","BZN|FR","Without Sequence","127.77","",""
"18/01/2023 04:00:00 - 18/01/2023 05:00:00","BZN|FR","Without Sequence","123.54","",""
"18/01/2023 05:00:00 - 18/01/2023 06:00:00","BZN|FR","Without Sequence","134.00","",""
"18/01/2023 06:00:00 - 18/01/2023 07:00:00","BZN|FR","Without Sequence","152.70","",""
"18/01/2023 07:00:00 - 18/01/2023 08:00:00","BZN|FR","Without Sequence","172.14","",""
"18/01/2023 08:00:00 - 18/01/2023 09:00:00","BZN|FR","Without Sequence","195.39","",""
"18/01/2023 09:00:00 - 18/01/2023 10:00:00","BZN|FR","Without Sequence","188.92","",""
"18/01/2023 10:00:00 - 18/01/2023 11:00:00","BZN|FR","Without Sequence","179.95","",""
"18/01/2023 11:00:00 - 18/01/2023 12:00:00","BZN|FR","Without Sequence","177.12","",""
"18/01/2023 12:00:00 - 18/01/2023 13:00:00","BZN|FR","Without Sequence","161.50","",""
"18/01/2023 13:00:00 - 18/01/2023 14:00:00","BZN|FR","Without Sequence","151.86","",""
"18/01/2023 14:00:00 - 18/01/2023 15:00:00","BZN|FR","Without Sequence","153.57","",""
"18/01/2023 15:00:00 - 18/01/2023 16:00:00","BZN|FR","Without Sequence","158.69","",""
"18/01/2023 16:00:00 - 18/01/2023 17:00:00","BZN|FR","Without Sequence","157.20","",""
"18/01/2023 17:00:00 - 18/01/2023 18:00:00","BZN|FR","Without Sequence","168.30","",""
"18/01/2023 18:00:00 - 18/01/2023 19:00:00","BZN|FR","Without Sequence","186.00","",""
"18/01/2023 19:00:00 - 18/01/2023 20:00:00","BZN|FR","Without Sequence","181.90","",""
"18/01/2023 20:00:00 - 18/01/2023 21:00:00","BZN|FR","Without Sequence","156.06","",""
"18/01/2023 21:00:00 - 18/01/2023 22:00:00","BZN|FR","Without Sequence","145.92","",""
"18/01/2023 22:00:00 - 18/01/2023 23:00:00","BZN|FR","Without Sequence","146.16","",""
"18/01/2023 23:00:00 - 19/01/2023 00:00:00","BZN|FR","Without Sequence","146.16","",""
"19/01/2023 00:00:00 - 19/01/2023 01:00:00","BZN|FR","Without Sequence","157.40","",""
"19/01/2023 01:00:00 - 19/01/2023 02:00:00","BZN|FR","Without Sequence","153.73","",""
"19/01/2023 02:00:00 - 19/01/2023 03:00:00","BZN|FR","Without Sequence","149.78","",""
"19/01/2023 03:00:00 - 19/01/2023 04:00:00","BZN|FR","Without Sequence","145.09","",""
"19/01/2023 04:00:00 - 19/01/2023 05:00:00","BZN|FR","Without Sequence","148.06","",""
"19/01/2023 05:00:00 - 19/01/2023 06:00:00","BZN|FR","Without Sequence","151.10","",""
"19/01/2023 06:00:00 - 19/01/2023 07:00:00","BZN|FR","Without Sequence","172.50","",""
"19/01/2023 07:00:00 - 19/01/2023 08:00:00","BZN|FR","Without Sequence","190.00","",""
"19/01/2023 08:00:00 - 19/01/2023 09:00:00","BZN|FR","Without Sequence","205.38","",""
"19/01/2023 09:00:00 - 19/01/2023 10:00:00","BZN|FR","Without Sequence","220.79","",""
"19/01/2023 10:00:00 - 19/01/2023 11:00:00","BZN|FR","Without Sequence","206.00","",""
"19/01/2023 11:00:00 - 19/01/2023 12:00:00","BZN|FR","Without Sequence","216.93","",""
"19/01/2023 12:00:00 - 19/01/2023 13:00:00","BZN|FR","Without Sequence","181.90","",""
"19/01/2023 13:00:00 - 19/01/2023 14:00:00","BZN|FR","Without Sequence","176.52","",""
"19/01/2023 14:00:00 - 19/01/2023 15:00:00","BZN|FR","Without Sequence","181.21","",""
"19/01/2023 15:00:00 - 19/01/2023 16:00:00","BZN|FR","Without Sequence","182.19","",""
"19/01/2023 16:00:00 - 19/01/2023 17:00:00","BZN|FR","Without Sequence","195.13","",""
"19/01/2023 17:00:00 - 19/01/2023 18:00:00","BZN|FR","Without Sequence","213.26","",""
"19/01/2023 18:00:00 - 19/01/2023 19:00:00","BZN|FR","Without Sequence","229.47","",""
"19/01/2023 19:00:00 - 19/01/2023 20:00:00","BZN|FR","Without Sequence","221.87","",""
"19/01/2023 20:00:00 - 19/01/2023 21:00:00","BZN|FR","Without Sequence","206.49","",""
"19/01/2023 21:00:00 - 19/01/2023 22:00:00","BZN|FR","Without Sequence","177.40","",""
"19/01/2023 22:00:00 - 19/01/2023 23:00:00","BZN|FR","Without Sequence","179.00","",""
"19/01/2023 23:00:00 - 20/01/2023 00:00:00","BZN|FR","Without Sequence","179.00","",""
"20/01/2023 00:00:00 - 20/01/2023 01:00:00","BZN|FR","Without Sequence","159.14","",""
"20/01/2023 01:00:00 - 20/01/2023 02:00:00","BZN|FR","Without Sequence","158.47","",""
"20/01/2023 02:00:00 - 20/01/2023 03:00:00","BZN|FR","Without Sequence","156.25","",""
"20/01/2023 03:00:00 - 20/01/2023 04:00:00","BZN|FR","Without Sequence","153.09","",""
"20/01/2023 04:00:00 - 20/01/2023 05:00:00","BZN|FR","Without Sequence","154.09","",""
"20/01/2023 05:00:00 - 20/01/2023 06:00:00","BZN|FR","Without Sequence","158.64","",""
"20/01/2023 06:00:00 - 20/01/2023 07:00:00","BZN|FR","Without Sequence","182.26","",""
"20/01/2023 07:00:00 - 20/01/2023 08:00:00","BZN|FR","Without Sequence","208.07","",""
"20/01/2023 08:00:00 - 20/01/2023 09:00:00","BZN|FR","Without Sequence","235.06","",""
"20/01/2023 09:00:00 - 20/01/2023 10:00:00","BZN|FR","Without Sequence","229.58","",""
"20/01/2023 10:00:00 - 20/01/2023 11:00:00","BZN|FR","Without Sequence","210.64","",""
"20/01/2023 11:00:00 - 20/01/2023 12:00:00","BZN|FR","Without Sequence","203.46","",""
"20/01/2023 12:00:00 - 20/01/2023 13:00:00","BZN|FR","Without Sequence","191.21","",""
"20/01/2023 13:00:00 - 20/01/2023 14:00:00","BZN|FR","Without Sequence","181.63","",""
"20/01/2023 14:00:00 - 20/01/2023 15:00:00","BZN|FR","Without Sequence","183.42","",""
"20/01/2023 15:00:00 - 20/01/2023 16:00:00","BZN|FR","Without Sequence","192.00","",""
"20/01/2023 16:00:00 - 20/01/2023 17:00:00","BZN|FR","Without Sequence","200.00","",""
"20/01/2023 17:00:00 - 20/01/2023 18:00:00","BZN|FR","Without Sequence","208.22","",""
"20/01/2023 18:00:00 - 20/01/2023 19:00:00","BZN|FR","Without Sequence","210.45","",""
"20/01/2023 19:00:00 - 20/01/2023 20:00:00","BZN|FR","Without Sequence","207.80","",""
"20/01/2023 20:00:00 - 20/01/2023 21:00:00","BZN|FR","Without Sequence","197.95","",""
"20/01/2023 21:00:00 - 20/01/2023 22:00:00","BZN|FR","Without Sequence","175.89","",""
"20/01/2023 22:00:00 - 20/01/2023 23:00:00","BZN|FR","Without Sequence","169.36","",""
"20/01/2023 23:00:00 - 21/01/2023 00:00:00","BZN|FR","Without Sequence","169.36","",""
"21/01/2023 00:00:00 - 21/01/2023 01:00:00","BZN|FR","Without Sequence","161.80","",""
"21/01/2023 01:00:00 - 21/01/2023 02:00:00","BZN|FR","Without Sequence","156.90","",""
"21/01/2023 02:00:00 - 21/01/2023 03:00:00","BZN|FR","Without Sequence","144.88","",""
"21/01/2023 03:00:00 - 21/01/2023 04:00:00","BZN|FR","Without Sequence","138.44","",""
"21/01/2023 04:00:00 - 21/01/2023 05:00:00","BZN|FR","Without Sequence","136.06","",""
"21/01/2023 05:00:00 - 21/01/2023 06:00:00","BZN|FR","Without Sequence","139.35","",""
"21/01/2023 06:00:00 - 21/01/2023 07:00:00","BZN|FR","Without Sequence","134.68","",""
"21/01/2023 07:00:00 - 21/01/2023 08:00:00","BZN|FR","Without Sequence","143.47","",""
"21/01/2023 08:00:00 - 21/01/2023 09:00:00","BZN|FR","Without Sequence","160.00","",""
"21/01/2023 09:00:00 - 21/01/2023 10:00:00","BZN|FR","Without Sequence","173.33","",""
"21/01/2023 10:00:00 - 21/01/2023 11:00:00","BZN|FR","Without Sequence","172.39","",""
"21/01/2023 11:00:00 - 21/01/2023 12:00:00","BZN|FR","Without Sequence","162.74","",""
"21/01/2023 12:00:00 - 21/01/2023 13:00:00","BZN|FR","Without Sequence","154.19","",""
"21/01/2023 13:00:00 - 21/01/2023 14:00:00","BZN|FR","Without Sequence","148.19","",""
"21/01/2023 14:00:00 - 21/01/2023 15:00:00","BZN|FR","Without Sequence","142.01","",""
"21/01/2023 15:00:00 - 21/01/2023 16:00:00","BZN|FR","Without Sequence","135.90","",""
"21/01/2023 16:00:00 - 21/01/2023 17:00:00","BZN|FR","Without Sequence","144.22","",""
"21/01/2023 17:00:00 - 21/01/2023 18:00:00","BZN|FR","Without Sequence","173.92","",""
"21/01/2023 18:00:00 - 21/01/2023 19:00:00","BZN|FR","Without Sequence","179.42","",""
"21/01/2023 19:00:00 - 21/01/2023 20:00:00","BZN|FR","Without Sequence","182.17","",""
"21/01/2023 20:00:00 - 21/01/2023 21:00:00","BZN|FR","Without Sequence","167.51","",""
"21/01/2023 21:00:00 - 21/01/2023 22:00:00","BZN|FR","Without Sequence","165.76","",""
"21/01/2023 22:00:00 - 21/01/2023 23:00:00","BZN|FR","Without Sequence","162.71","",""
"21/01/2023 23:00:00 - 22/01/2023 00:00:00","BZN|FR","Without Sequence","162.71","",""
"22/01/2023 00:00:00 - 22/01/2023 01:00:00","BZN|FR","Without Sequence","167.43","",""
"22/01/2023 01:00:00 - 22/01/2023 02:00:00","BZN|FR","Without Sequence","159.70","",""
"22/01/2023 02:00:00 - 22/01/2023 03:00:00","BZN|FR","Without Sequence","162.76","",""
"22/01/2023 03:00:00 - 22/01/2023 04:00:00","BZN|FR","Without Sequence","151.54","",""
"22/01/2023 04:00:00 - 22/01/2023 05:00:00","BZN|FR","Without Sequence","140.76","",""
"22/01/2023 05:00:00 - 22/01/2023 06:00:00","BZN|FR","Without Sequence","139.04","",""
"22/01/2023 06:00:00 - 22/01/2023 07:00:00","BZN|FR","Without Sequence","151.18","",""
"22/01/2023 07:00:00 - 22/01/2023 08:00:00","BZN|FR","Without Sequence","143.70","",""
"22/01/2023 08:00:00 - 22/01/2023 09:00:00","BZN|FR","Without Sequence","148.06","",""
"22/01/2023 09:00:00 - 22/01/2023 10:00:00","BZN|FR","Without Sequence","159.30","",""
"22/01/2023 10:00:00 - 22/01/2023 11:00:00","BZN|FR","Without Sequence","176.15","",""
"22/01/2023 11:00:00 - 22/01/2023 12:00:00","BZN|FR","Without Sequence","172.41","",""
"22/01/2023 12:00:00 - 22/01/2023 13:00:00","BZN|FR","Without Sequence","175.74","",""
"22/01/2023 13:00:00 - 22/01/2023 14:00:00","BZN|FR","Without Sequence","156.72","",""
"22/01/2023 14:00:00 - 22/01/2023 15:00:00","BZN|FR","Without Sequence","159.38","",""
"22/01/2023 15:00:00 - 22/01/2023 16:00:00","BZN|FR","Without Sequence","160.75","",""
