"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"02/07/2023 13:00:00 - 02/07/2023 14:00:00","BZN|FR","Without Sequence","-20.00","",""
"02/07/2023 14:00:00 - 02/07/2023 15:00:00","BZN|FR","Without Sequence","-55.66","",""
"02/07/2023 15:00:00 - 02/07/2023 16:00:00","BZN|FR","Without Sequence","-134.94","",""
"02/07/2023 16:00:00 - 02/07/2023 17:00:00","BZN|FR","Without Sequence","-79.44","",""
"02/07/2023 17:00:00 - 02/07/2023 18:00:00","BZN|FR","Without Sequence","-27.38","",""
"02/07/2023 18:00:00 - 02/07/2023 19:00:00","BZN|FR","Without Sequence","-0.01","",""
"02/07/2023 19:00:00 - 02/07/2023 20:00:00","BZN|FR","Without Sequence","13.37","",""
"02/07/2023 20:00:00 - 02/07/2023 21:00:00","BZN|FR","Without Sequence","71.04","",""
"02/07/2023 21:00:00 - 02/07/2023 22:00:00","BZN|FR","Without Sequence","85.91","",""
"02/07/2023 22:00:00 - 02/07/2023 23:00:00","BZN|FR","Without Sequence","94.90","",""
"02/07/2023 23:00:00 - 03/07/2023 00:00:00","BZN|FR","Without Sequence","94.90","",""
"03/07/2023 00:00:00 - 03/07/2023 01:00:00","BZN|FR","Without Sequence","66.00","",""
"03/07/2023 01:00:00 - 03/07/2023 02:00:00","BZN|FR","Without Sequence","43.50","",""
"03/07/2023 02:00:00 - 03/07/2023 03:00:00","BZN|FR","Without Sequence","24.09","",""
"03/07/2023 03:00:00 - 03/07/2023 04:00:00","BZN|FR","Without Sequence","10.26","",""
"03/07/2023 04:00:00 - 03/07/2023 05:00:00","BZN|FR","Without Sequence","15.80","",""
"03/07/2023 05:00:00 - 03/07/2023 06:00:00","BZN|FR","Without Sequence","54.00","",""
"03/07/2023 06:00:00 - 03/07/2023 07:00:00","BZN|FR","Without Sequence","86.00","",""
"03/07/2023 07:00:00 - 03/07/2023 08:00:00","BZN|FR","Without Sequence","110.89","",""
"03/07/2023 08:00:00 - 03/07/2023 09:00:00","BZN|FR","Without Sequence","104.91","",""
"03/07/2023 09:00:00 - 03/07/2023 10:00:00","BZN|FR","Without Sequence","72.25","",""
"03/07/2023 10:00:00 - 03/07/2023 11:00:00","BZN|FR","Without Sequence","55.58","",""
"03/07/2023 11:00:00 - 03/07/2023 12:00:00","BZN|FR","Without Sequence","52.32","",""
"03/07/2023 12:00:00 - 03/07/2023 13:00:00","BZN|FR","Without Sequence","50.10","",""
"03/07/2023 13:00:00 - 03/07/2023 14:00:00","BZN|FR","Without Sequence","48.03","",""
"03/07/2023 14:00:00 - 03/07/2023 15:00:00","BZN|FR","Without Sequence","33.38","",""
"03/07/2023 15:00:00 - 03/07/2023 16:00:00","BZN|FR","Without Sequence","23.22","",""
"03/07/2023 16:00:00 - 03/07/2023 17:00:00","BZN|FR","Without Sequence","25.30","",""
"03/07/2023 17:00:00 - 03/07/2023 18:00:00","BZN|FR","Without Sequence","42.57","",""
"03/07/2023 18:00:00 - 03/07/2023 19:00:00","BZN|FR","Without Sequence","91.81","",""
"03/07/2023 19:00:00 - 03/07/2023 20:00:00","BZN|FR","Without Sequence","117.41","",""
"03/07/2023 20:00:00 - 03/07/2023 21:00:00","BZN|FR","Without Sequence","126.14","",""
"03/07/2023 21:00:00 - 03/07/2023 22:00:00","BZN|FR","Without Sequence","129.15","",""
"03/07/2023 22:00:00 - 03/07/2023 23:00:00","BZN|FR","Without Sequence","122.00","",""
"03/07/2023 23:00:00 - 04/07/2023 00:00:00","BZN|FR","Without Sequence","122.00","",""
"04/07/2023 00:00:00 - 04/07/2023 01:00:00","BZN|FR","Without Sequence","98.46","",""
"04/07/2023 01:00:00 - 04/07/2023 02:00:00","BZN|FR","Without Sequence","83.27","",""
"04/07/2023 02:00:00 - 04/07/2023 03:00:00","BZN|FR","Without Sequence","74.16","",""
"04/07/2023 03:00:00 - 04/07/2023 04:00:00","BZN|FR","Without Sequence","68.03","",""
"04/07/2023 04:00:00 - 04/07/2023 05:00:00","BZN|FR","Without Sequence","71.51","",""
"04/07/2023 05:00:00 - 04/07/2023 06:00:00","BZN|FR","Without Sequence","86.01","",""
"04/07/2023 06:00:00 - 04/07/2023 07:00:00","BZN|FR","Without Sequence","113.84","",""
"04/07/2023 07:00:00 - 04/07/2023 08:00:00","BZN|FR","Without Sequence","119.97","",""
"04/07/2023 08:00:00 - 04/07/2023 09:00:00","BZN|FR","Without Sequence","113.29","",""
"04/07/2023 09:00:00 - 04/07/2023 10:00:00","BZN|FR","Without Sequence","108.52","",""
"04/07/2023 10:00:00 - 04/07/2023 11:00:00","BZN|FR","Without Sequence","93.68","",""
"04/07/2023 11:00:00 - 04/07/2023 12:00:00","BZN|FR","Without Sequence","89.18","",""
"04/07/2023 12:00:00 - 04/07/2023 13:00:00","BZN|FR","Without Sequence","82.21","",""
"04/07/2023 13:00:00 - 04/07/2023 14:00:00","BZN|FR","Without Sequence","64.17","",""
"04/07/2023 14:00:00 - 04/07/2023 15:00:00","BZN|FR","Without Sequence","51.75","",""
"04/07/2023 15:00:00 - 04/07/2023 16:00:00","BZN|FR","Without Sequence","53.62","",""
"04/07/2023 16:00:00 - 04/07/2023 17:00:00","BZN|FR","Without Sequence","84.74","",""
"04/07/2023 17:00:00 - 04/07/2023 18:00:00","BZN|FR","Without Sequence","93.68","",""
"04/07/2023 18:00:00 - 04/07/2023 19:00:00","BZN|FR","Without Sequence","116.67","",""
"04/07/2023 19:00:00 - 04/07/2023 20:00:00","BZN|FR","Without Sequence","125.64","",""
"04/07/2023 20:00:00 - 04/07/2023 21:00:00","BZN|FR","Without Sequence","133.88","",""
"04/07/2023 21:00:00 - 04/07/2023 22:00:00","BZN|FR","Without Sequence","140.70","",""
"04/07/2023 22:00:00 - 04/07/2023 23:00:00","BZN|FR","Without Sequence","139.82","",""
"04/07/2023 23:00:00 - 05/07/2023 00:00:00","BZN|FR","Without Sequence","139.82","",""
"05/07/2023 00:00:00 - 05/07/2023 01:00:00","BZN|FR","Without Sequence","106.01","",""
"05/07/2023 01:00:00 - 05/07/2023 02:00:00","BZN|FR","Without Sequence","88.63","",""
"05/07/2023 02:00:00 - 05/07/2023 03:00:00","BZN|FR","Without Sequence","90.59","",""
"05/07/2023 03:00:00 - 05/07/2023 04:00:00","BZN|FR","Without Sequence","57.66","",""
"05/07/2023 04:00:00 - 05/07/2023 05:00:00","BZN|FR","Without Sequence","68.57","",""
"05/07/2023 05:00:00 - 05/07/2023 06:00:00","BZN|FR","Without Sequence","69.47","",""
"05/07/2023 06:00:00 - 05/07/2023 07:00:00","BZN|FR","Without Sequence","76.77","",""
"05/07/2023 07:00:00 - 05/07/2023 08:00:00","BZN|FR","Without Sequence","95.07","",""
"05/07/2023 08:00:00 - 05/07/2023 09:00:00","BZN|FR","Without Sequence","98.35","",""
"05/07/2023 09:00:00 - 05/07/2023 10:00:00","BZN|FR","Without Sequence","82.40","",""
"05/07/2023 10:00:00 - 05/07/2023 11:00:00","BZN|FR","Without Sequence","73.44","",""
"05/07/2023 11:00:00 - 05/07/2023 12:00:00","BZN|FR","Without Sequence","55.25","",""
"05/07/2023 12:00:00 - 05/07/2023 13:00:00","BZN|FR","Without Sequence","46.27","",""
"05/07/2023 13:00:00 - 05/07/2023 14:00:00","BZN|FR","Without Sequence","36.30","",""
"05/07/2023 14:00:00 - 05/07/2023 15:00:00","BZN|FR","Without Sequence","44.40","",""
"05/07/2023 15:00:00 - 05/07/2023 16:00:00","BZN|FR","Without Sequence","40.64","",""
"05/07/2023 16:00:00 - 05/07/2023 17:00:00","BZN|FR","Without Sequence","47.53","",""
"05/07/2023 17:00:00 - 05/07/2023 18:00:00","BZN|FR","Without Sequence","59.50","",""
"05/07/2023 18:00:00 - 05/07/2023 19:00:00","BZN|FR","Without Sequence","93.32","",""
"05/07/2023 19:00:00 - 05/07/2023 20:00:00","BZN|FR","Without Sequence","106.74","",""
"05/07/2023 20:00:00 - 05/07/2023 21:00:00","BZN|FR","Without Sequence","119.75","",""
"05/07/2023 21:00:00 - 05/07/2023 22:00:00","BZN|FR","Without Sequence","123.79","",""
"05/07/2023 22:00:00 - 05/07/2023 23:00:00","BZN|FR","Without Sequence","122.79","",""
"05/07/2023 23:00:00 - 06/07/2023 00:00:00","BZN|FR","Without Sequence","122.79","",""
"06/07/2023 00:00:00 - 06/07/2023 01:00:00","BZN|FR","Without Sequence","91.62","",""
"06/07/2023 01:00:00 - 06/07/2023 02:00:00","BZN|FR","Without Sequence","84.00","",""
"06/07/2023 02:00:00 - 06/07/2023 03:00:00","BZN|FR","Without Sequence","82.40","",""
"06/07/2023 03:00:00 - 06/07/2023 04:00:00","BZN|FR","Without Sequence","83.05","",""
"06/07/2023 04:00:00 - 06/07/2023 05:00:00","BZN|FR","Without Sequence","85.01","",""
"06/07/2023 05:00:00 - 06/07/2023 06:00:00","BZN|FR","Without Sequence","94.37","",""
"06/07/2023 06:00:00 - 06/07/2023 07:00:00","BZN|FR","Without Sequence","113.75","",""
"06/07/2023 07:00:00 - 06/07/2023 08:00:00","BZN|FR","Without Sequence","126.85","",""
"06/07/2023 08:00:00 - 06/07/2023 09:00:00","BZN|FR","Without Sequence","124.85","",""
"06/07/2023 09:00:00 - 06/07/2023 10:00:00","BZN|FR","Without Sequence","110.97","",""
"06/07/2023 10:00:00 - 06/07/2023 11:00:00","BZN|FR","Without Sequence","96.84","",""
"06/07/2023 11:00:00 - 06/07/2023 12:00:00","BZN|FR","Without Sequence","89.67","",""
"06/07/2023 12:00:00 - 06/07/2023 13:00:00","BZN|FR","Without Sequence","98.08","",""
"06/07/2023 13:00:00 - 06/07/2023 14:00:00","BZN|FR","Without Sequence","81.61","",""
"06/07/2023 14:00:00 - 06/07/2023 15:00:00","BZN|FR","Without Sequence","85.74","",""
"06/07/2023 15:00:00 - 06/07/2023 16:00:00","BZN|FR","Without Sequence","84.05","",""
"06/07/2023 16:00:00 - 06/07/2023 17:00:00","BZN|FR","Without Sequence","88.10","",""
"06/07/2023 17:00:00 - 06/07/2023 18:00:00","BZN|FR","Without Sequence","98.93","",""
"06/07/2023 18:00:00 - 06/07/2023 19:00:00","BZN|FR","Without Sequence","112.93","",""
"06/07/2023 19:00:00 - 06/07/2023 20:00:00","BZN|FR","Without Sequence","131.81","",""
"06/07/2023 20:00:00 - 06/07/2023 21:00:00","BZN|FR","Without Sequence","131.15","",""
"06/07/2023 21:00:00 - 06/07/2023 22:00:00","BZN|FR","Without Sequence","131.83","",""
"06/07/2023 22:00:00 - 06/07/2023 23:00:00","BZN|FR","Without Sequence","129.85","",""
"06/07/2023 23:00:00 - 07/07/2023 00:00:00","BZN|FR","Without Sequence","129.85","",""
"07/07/2023 00:00:00 - 07/07/2023 01:00:00","BZN|FR","Without Sequence","114.00","",""
"07/07/2023 01:00:00 - 07/07/2023 02:00:00","BZN|FR","Without Sequence","100.61","",""
"07/07/2023 02:00:00 - 07/07/2023 03:00:00","BZN|FR","Without Sequence","97.60","",""
"07/07/2023 03:00:00 - 07/07/2023 04:00:00","BZN|FR","Without Sequence","89.20","",""
"07/07/2023 04:00:00 - 07/07/2023 05:00:00","BZN|FR","Without Sequence","75.14","",""
"07/07/2023 05:00:00 - 07/07/2023 06:00:00","BZN|FR","Without Sequence","87.03","",""
"07/07/2023 06:00:00 - 07/07/2023 07:00:00","BZN|FR","Without Sequence","75.08","",""
"07/07/2023 07:00:00 - 07/07/2023 08:00:00","BZN|FR","Without Sequence","116.37","",""
"07/07/2023 08:00:00 - 07/07/2023 09:00:00","BZN|FR","Without Sequence","108.29","",""
"07/07/2023 09:00:00 - 07/07/2023 10:00:00","BZN|FR","Without Sequence","91.79","",""
"07/07/2023 10:00:00 - 07/07/2023 11:00:00","BZN|FR","Without Sequence","84.00","",""
"07/07/2023 11:00:00 - 07/07/2023 12:00:00","BZN|FR","Without Sequence","79.12","",""
"07/07/2023 12:00:00 - 07/07/2023 13:00:00","BZN|FR","Without Sequence","74.90","",""
"07/07/2023 13:00:00 - 07/07/2023 14:00:00","BZN|FR","Without Sequence","66.57","",""
"07/07/2023 14:00:00 - 07/07/2023 15:00:00","BZN|FR","Without Sequence","64.98","",""
"07/07/2023 15:00:00 - 07/07/2023 16:00:00","BZN|FR","Without Sequence","66.18","",""
"07/07/2023 16:00:00 - 07/07/2023 17:00:00","BZN|FR","Without Sequence","80.29","",""
"07/07/2023 17:00:00 - 07/07/2023 18:00:00","BZN|FR","Without Sequence","90.00","",""
"07/07/2023 18:00:00 - 07/07/2023 19:00:00","BZN|FR","Without Sequence","106.05","",""
"07/07/2023 19:00:00 - 07/07/2023 20:00:00","BZN|FR","Without Sequence","108.17","",""
"07/07/2023 20:00:00 - 07/07/2023 21:00:00","BZN|FR","Without Sequence","119.17","",""
"07/07/2023 21:00:00 - 07/07/2023 22:00:00","BZN|FR","Without Sequence","124.27","",""
"07/07/2023 22:00:00 - 07/07/2023 23:00:00","BZN|FR","Without Sequence","117.27","",""
"07/07/2023 23:00:00 - 08/07/2023 00:00:00","BZN|FR","Without Sequence","117.27","",""
"08/07/2023 00:00:00 - 08/07/2023 01:00:00","BZN|FR","Without Sequence","100.27","",""
"08/07/2023 01:00:00 - 08/07/2023 02:00:00","BZN|FR","Without Sequence","89.69","",""
"08/07/2023 02:00:00 - 08/07/2023 03:00:00","BZN|FR","Without Sequence","89.97","",""
"08/07/2023 03:00:00 - 08/07/2023 04:00:00","BZN|FR","Without Sequence","77.21","",""
"08/07/2023 04:00:00 - 08/07/2023 05:00:00","BZN|FR","Without Sequence","67.75","",""
"08/07/2023 05:00:00 - 08/07/2023 06:00:00","BZN|FR","Without Sequence","71.18","",""
"08/07/2023 06:00:00 - 08/07/2023 07:00:00","BZN|FR","Without Sequence","76.51","",""
"08/07/2023 07:00:00 - 08/07/2023 08:00:00","BZN|FR","Without Sequence","85.04","",""
"08/07/2023 08:00:00 - 08/07/2023 09:00:00","BZN|FR","Without Sequence","83.65","",""
"08/07/2023 09:00:00 - 08/07/2023 10:00:00","BZN|FR","Without Sequence","76.04","",""
"08/07/2023 10:00:00 - 08/07/2023 11:00:00","BZN|FR","Without Sequence","60.90","",""
"08/07/2023 11:00:00 - 08/07/2023 12:00:00","BZN|FR","Without Sequence","46.32","",""
"08/07/2023 12:00:00 - 08/07/2023 13:00:00","BZN|FR","Without Sequence","40.19","",""
"08/07/2023 13:00:00 - 08/07/2023 14:00:00","BZN|FR","Without Sequence","40.35","",""
"08/07/2023 14:00:00 - 08/07/2023 15:00:00","BZN|FR","Without Sequence","29.42","",""
"08/07/2023 15:00:00 - 08/07/2023 16:00:00","BZN|FR","Without Sequence","40.00","",""
"08/07/2023 16:00:00 - 08/07/2023 17:00:00","BZN|FR","Without Sequence","60.90","",""
"08/07/2023 17:00:00 - 08/07/2023 18:00:00","BZN|FR","Without Sequence","83.40","",""
"08/07/2023 18:00:00 - 08/07/2023 19:00:00","BZN|FR","Without Sequence","107.30","",""
"08/07/2023 19:00:00 - 08/07/2023 20:00:00","BZN|FR","Without Sequence","120.95","",""
"08/07/2023 20:00:00 - 08/07/2023 21:00:00","BZN|FR","Without Sequence","128.76","",""
"08/07/2023 21:00:00 - 08/07/2023 22:00:00","BZN|FR","Without Sequence","132.86","",""
"08/07/2023 22:00:00 - 08/07/2023 23:00:00","BZN|FR","Without Sequence","129.70","",""
"08/07/2023 23:00:00 - 09/07/2023 00:00:00","BZN|FR","Without Sequence","129.70","",""
"09/07/2023 00:00:00 - 09/07/2023 01:00:00","BZN|FR","Without Sequence","109.44","",""
"09/07/2023 01:00:00 - 09/07/2023 02:00:00","BZN|FR","Without Sequence","101.74","",""
"09/07/2023 02:00:00 - 09/07/2023 03:00:00","BZN|FR","Without Sequence","101.82","",""
"09/07/2023 03:00:00 - 09/07/2023 04:00:00","BZN|FR","Without Sequence","95.50","",""
"09/07/2023 04:00:00 - 09/07/2023 05:00:00","BZN|FR","Without Sequence","95.99","",""
"09/07/2023 05:00:00 - 09/07/2023 06:00:00","BZN|FR","Without Sequence","97.15","",""
"09/07/2023 06:00:00 - 09/07/2023 07:00:00","BZN|FR","Without Sequence","94.96","",""
"09/07/2023 07:00:00 - 09/07/2023 08:00:00","BZN|FR","Without Sequence","91.49","",""
"09/07/2023 08:00:00 - 09/07/2023 09:00:00","BZN|FR","Without Sequence","86.02","",""
"09/07/2023 09:00:00 - 09/07/2023 10:00:00","BZN|FR","Without Sequence","76.93","",""
"09/07/2023 10:00:00 - 09/07/2023 11:00:00","BZN|FR","Without Sequence","60.00","",""
"09/07/2023 11:00:00 - 09/07/2023 12:00:00","BZN|FR","Without Sequence","50.00","",""
"09/07/2023 12:00:00 - 09/07/2023 13:00:00","BZN|FR","Without Sequence","48.46","",""
"09/07/2023 13:00:00 - 09/07/2023 14:00:00","BZN|FR","Without Sequence","37.11","",""
"09/07/2023 14:00:00 - 09/07/2023 15:00:00","BZN|FR","Without Sequence","44.99","",""
"09/07/2023 15:00:00 - 09/07/2023 16:00:00","BZN|FR","Without Sequence","55.31","",""
"09/07/2023 16:00:00 - 09/07/2023 17:00:00","BZN|FR","Without Sequence","72.87","",""
"09/07/2023 17:00:00 - 09/07/2023 18:00:00","BZN|FR","Without Sequence","82.40","",""
"09/07/2023 18:00:00 - 09/07/2023 19:00:00","BZN|FR","Without Sequence","99.25","",""
"09/07/2023 19:00:00 - 09/07/2023 20:00:00","BZN|FR","Without Sequence","106.42","",""
"09/07/2023 20:00:00 - 09/07/2023 21:00:00","BZN|FR","Without Sequence","127.02","",""
"09/07/2023 21:00:00 - 09/07/2023 22:00:00","BZN|FR","Without Sequence","134.10","",""
"09/07/2023 22:00:00 - 09/07/2023 23:00:00","BZN|FR","Without Sequence","132.12","",""
"09/07/2023 23:00:00 - 10/07/2023 00:00:00","BZN|FR","Without Sequence","132.12","",""
"10/07/2023 00:00:00 - 10/07/2023 01:00:00","BZN|FR","Without Sequence","112.49","",""
"10/07/2023 01:00:00 - 10/07/2023 02:00:00","BZN|FR","Without Sequence","102.00","",""
"10/07/2023 02:00:00 - 10/07/2023 03:00:00","BZN|FR","Without Sequence","94.30","",""
"10/07/2023 03:00:00 - 10/07/2023 04:00:00","BZN|FR","Without Sequence","91.94","",""
"10/07/2023 04:00:00 - 10/07/2023 05:00:00","BZN|FR","Without Sequence","93.31","",""
"10/07/2023 05:00:00 - 10/07/2023 06:00:00","BZN|FR","Without Sequence","105.00","",""
"10/07/2023 06:00:00 - 10/07/2023 07:00:00","BZN|FR","Without Sequence","114.92","",""
"10/07/2023 07:00:00 - 10/07/2023 08:00:00","BZN|FR","Without Sequence","126.87","",""
"10/07/2023 08:00:00 - 10/07/2023 09:00:00","BZN|FR","Without Sequence","134.27","",""
"10/07/2023 09:00:00 - 10/07/2023 10:00:00","BZN|FR","Without Sequence","117.95","",""
"10/07/2023 10:00:00 - 10/07/2023 11:00:00","BZN|FR","Without Sequence","105.28","",""
"10/07/2023 11:00:00 - 10/07/2023 12:00:00","BZN|FR","Without Sequence","101.10","",""
"10/07/2023 12:00:00 - 10/07/2023 13:00:00","BZN|FR","Without Sequence","95.00","",""
"10/07/2023 13:00:00 - 10/07/2023 14:00:00","BZN|FR","Without Sequence","94.81","",""
"10/07/2023 14:00:00 - 10/07/2023 15:00:00","BZN|FR","Without Sequence","91.00","",""
"10/07/2023 15:00:00 - 10/07/2023 16:00:00","BZN|FR","Without Sequence","91.34","",""
"10/07/2023 16:00:00 - 10/07/2023 17:00:00","BZN|FR","Without Sequence","88.32","",""
"10/07/2023 17:00:00 - 10/07/2023 18:00:00","BZN|FR","Without Sequence","95.05","",""
"10/07/2023 18:00:00 - 10/07/2023 19:00:00","BZN|FR","Without Sequence","124.72","",""
"10/07/2023 19:00:00 - 10/07/2023 20:00:00","BZN|FR","Without Sequence","165.49","",""
"10/07/2023 20:00:00 - 10/07/2023 21:00:00","BZN|FR","Without Sequence","173.42","",""
"10/07/2023 21:00:00 - 10/07/2023 22:00:00","BZN|FR","Without Sequence","159.50","",""
"10/07/2023 22:00:00 - 10/07/2023 23:00:00","BZN|FR","Without Sequence","160.00","",""
"10/07/2023 23:00:00 - 11/07/2023 00:00:00","BZN|FR","Without Sequence","160.00","",""
"11/07/2023 00:00:00 - 11/07/2023 01:00:00","BZN|FR","Without Sequence","124.41","",""
"11/07/2023 01:00:00 - 11/07/2023 02:00:00","BZN|FR","Without Sequence","112.75","",""
"11/07/2023 02:00:00 - 11/07/2023 03:00:00","BZN|FR","Without Sequence","104.28","",""
"11/07/2023 03:00:00 - 11/07/2023 04:00:00","BZN|FR","Without Sequence","91.70","",""
"11/07/2023 04:00:00 - 11/07/2023 05:00:00","BZN|FR","Without Sequence","77.36","",""
"11/07/2023 05:00:00 - 11/07/2023 06:00:00","BZN|FR","Without Sequence","77.43","",""
"11/07/2023 06:00:00 - 11/07/2023 07:00:00","BZN|FR","Without Sequence","102.10","",""
"11/07/2023 07:00:00 - 11/07/2023 08:00:00","BZN|FR","Without Sequence","121.90","",""
"11/07/2023 08:00:00 - 11/07/2023 09:00:00","BZN|FR","Without Sequence","120.95","",""
"11/07/2023 09:00:00 - 11/07/2023 10:00:00","BZN|FR","Without Sequence","105.10","",""
"11/07/2023 10:00:00 - 11/07/2023 11:00:00","BZN|FR","Without Sequence","97.72","",""
"11/07/2023 11:00:00 - 11/07/2023 12:00:00","BZN|FR","Without Sequence","99.08","",""
"11/07/2023 12:00:00 - 11/07/2023 13:00:00","BZN|FR","Without Sequence","96.00","",""
"11/07/2023 13:00:00 - 11/07/2023 14:00:00","BZN|FR","Without Sequence","92.50","",""
"11/07/2023 14:00:00 - 11/07/2023 15:00:00","BZN|FR","Without Sequence","81.36","",""
"11/07/2023 15:00:00 - 11/07/2023 16:00:00","BZN|FR","Without Sequence","81.01","",""
"11/07/2023 16:00:00 - 11/07/2023 17:00:00","BZN|FR","Without Sequence","89.02","",""
"11/07/2023 17:00:00 - 11/07/2023 18:00:00","BZN|FR","Without Sequence","97.08","",""
"11/07/2023 18:00:00 - 11/07/2023 19:00:00","BZN|FR","Without Sequence","120.78","",""
"11/07/2023 19:00:00 - 11/07/2023 20:00:00","BZN|FR","Without Sequence","123.49","",""
"11/07/2023 20:00:00 - 11/07/2023 21:00:00","BZN|FR","Without Sequence","126.87","",""
"11/07/2023 21:00:00 - 11/07/2023 22:00:00","BZN|FR","Without Sequence","128.21","",""
"11/07/2023 22:00:00 - 11/07/2023 23:00:00","BZN|FR","Without Sequence","121.38","",""
"11/07/2023 23:00:00 - 12/07/2023 00:00:00","BZN|FR","Without Sequence","121.38","",""
"12/07/2023 00:00:00 - 12/07/2023 01:00:00","BZN|FR","Without Sequence","98.47","",""
"12/07/2023 01:00:00 - 12/07/2023 02:00:00","BZN|FR","Without Sequence","91.00","",""
"12/07/2023 02:00:00 - 12/07/2023 03:00:00","BZN|FR","Without Sequence","90.00","",""
"12/07/2023 03:00:00 - 12/07/2023 04:00:00","BZN|FR","Without Sequence","82.09","",""
"12/07/2023 04:00:00 - 12/07/2023 05:00:00","BZN|FR","Without Sequence","81.71","",""
"12/07/2023 05:00:00 - 12/07/2023 06:00:00","BZN|FR","Without Sequence","82.37","",""
"12/07/2023 06:00:00 - 12/07/2023 07:00:00","BZN|FR","Without Sequence","97.88","",""
"12/07/2023 07:00:00 - 12/07/2023 08:00:00","BZN|FR","Without Sequence","117.29","",""
"12/07/2023 08:00:00 - 12/07/2023 09:00:00","BZN|FR","Without Sequence","120.00","",""
"12/07/2023 09:00:00 - 12/07/2023 10:00:00","BZN|FR","Without Sequence","107.18","",""
"12/07/2023 10:00:00 - 12/07/2023 11:00:00","BZN|FR","Without Sequence","97.37","",""
"12/07/2023 11:00:00 - 12/07/2023 12:00:00","BZN|FR","Without Sequence","92.20","",""
"12/07/2023 12:00:00 - 12/07/2023 13:00:00","BZN|FR","Without Sequence","95.31","",""
"12/07/2023 13:00:00 - 12/07/2023 14:00:00","BZN|FR","Without Sequence","88.87","",""
"12/07/2023 14:00:00 - 12/07/2023 15:00:00","BZN|FR","Without Sequence","78.68","",""
"12/07/2023 15:00:00 - 12/07/2023 16:00:00","BZN|FR","Without Sequence","72.58","",""
"12/07/2023 16:00:00 - 12/07/2023 17:00:00","BZN|FR","Without Sequence","72.33","",""
"12/07/2023 17:00:00 - 12/07/2023 18:00:00","BZN|FR","Without Sequence","88.72","",""
"12/07/2023 18:00:00 - 12/07/2023 19:00:00","BZN|FR","Without Sequence","97.96","",""
"12/07/2023 19:00:00 - 12/07/2023 20:00:00","BZN|FR","Without Sequence","116.39","",""
"12/07/2023 20:00:00 - 12/07/2023 21:00:00","BZN|FR","Without Sequence","117.96","",""
"12/07/2023 21:00:00 - 12/07/2023 22:00:00","BZN|FR","Without Sequence","123.00","",""
"12/07/2023 22:00:00 - 12/07/2023 23:00:00","BZN|FR","Without Sequence","123.79","",""
"12/07/2023 23:00:00 - 13/07/2023 00:00:00","BZN|FR","Without Sequence","123.79","",""
"13/07/2023 00:00:00 - 13/07/2023 01:00:00","BZN|FR","Without Sequence","105.24","",""
"13/07/2023 01:00:00 - 13/07/2023 02:00:00","BZN|FR","Without Sequence","93.38","",""
"13/07/2023 02:00:00 - 13/07/2023 03:00:00","BZN|FR","Without Sequence","89.09","",""
"13/07/2023 03:00:00 - 13/07/2023 04:00:00","BZN|FR","Without Sequence","85.83","",""
"13/07/2023 04:00:00 - 13/07/2023 05:00:00","BZN|FR","Without Sequence","86.00","",""
"13/07/2023 05:00:00 - 13/07/2023 06:00:00","BZN|FR","Without Sequence","92.00","",""
"13/07/2023 06:00:00 - 13/07/2023 07:00:00","BZN|FR","Without Sequence","105.38","",""
"13/07/2023 07:00:00 - 13/07/2023 08:00:00","BZN|FR","Without Sequence","117.85","",""
"13/07/2023 08:00:00 - 13/07/2023 09:00:00","BZN|FR","Without Sequence","119.10","",""
"13/07/2023 09:00:00 - 13/07/2023 10:00:00","BZN|FR","Without Sequence","104.68","",""
"13/07/2023 10:00:00 - 13/07/2023 11:00:00","BZN|FR","Without Sequence","92.13","",""
"13/07/2023 11:00:00 - 13/07/2023 12:00:00","BZN|FR","Without Sequence","88.72","",""
"13/07/2023 12:00:00 - 13/07/2023 13:00:00","BZN|FR","Without Sequence","90.66","",""
"13/07/2023 13:00:00 - 13/07/2023 14:00:00","BZN|FR","Without Sequence","90.10","",""
"13/07/2023 14:00:00 - 13/07/2023 15:00:00","BZN|FR","Without Sequence","75.24","",""
"13/07/2023 15:00:00 - 13/07/2023 16:00:00","BZN|FR","Without Sequence","74.22","",""
"13/07/2023 16:00:00 - 13/07/2023 17:00:00","BZN|FR","Without Sequence","79.70","",""
"13/07/2023 17:00:00 - 13/07/2023 18:00:00","BZN|FR","Without Sequence","90.55","",""
"13/07/2023 18:00:00 - 13/07/2023 19:00:00","BZN|FR","Without Sequence","96.09","",""
"13/07/2023 19:00:00 - 13/07/2023 20:00:00","BZN|FR","Without Sequence","119.45","",""
"13/07/2023 20:00:00 - 13/07/2023 21:00:00","BZN|FR","Without Sequence","132.14","",""
"13/07/2023 21:00:00 - 13/07/2023 22:00:00","BZN|FR","Without Sequence","137.31","",""
"13/07/2023 22:00:00 - 13/07/2023 23:00:00","BZN|FR","Without Sequence","130.13","",""
"13/07/2023 23:00:00 - 14/07/2023 00:00:00","BZN|FR","Without Sequence","130.13","",""
"14/07/2023 00:00:00 - 14/07/2023 01:00:00","BZN|FR","Without Sequence","101.00","",""
"14/07/2023 01:00:00 - 14/07/2023 02:00:00","BZN|FR","Without Sequence","96.36","",""
"14/07/2023 02:00:00 - 14/07/2023 03:00:00","BZN|FR","Without Sequence","90.53","",""
