"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"23/04/2022 20:00:00 - 23/04/2022 21:00:00","BZN|FR","Without Sequence","171.83","",""
"23/04/2022 21:00:00 - 23/04/2022 22:00:00","BZN|FR","Without Sequence","173.15","",""
"23/04/2022 22:00:00 - 23/04/2022 23:00:00","BZN|FR","Without Sequence","182.48","",""
"23/04/2022 23:00:00 - 24/04/2022 00:00:00","BZN|FR","Without Sequence","182.48","",""
"24/04/2022 00:00:00 - 24/04/2022 01:00:00","BZN|FR","Without Sequence","144.00","",""
"24/04/2022 01:00:00 - 24/04/2022 02:00:00","BZN|FR","Without Sequence","115.00","",""
"24/04/2022 02:00:00 - 24/04/2022 03:00:00","BZN|FR","Without Sequence","136.36","",""
"24/04/2022 03:00:00 - 24/04/2022 04:00:00","BZN|FR","Without Sequence","108.45","",""
"24/04/2022 04:00:00 - 24/04/2022 05:00:00","BZN|FR","Without Sequence","102.39","",""
"24/04/2022 05:00:00 - 24/04/2022 06:00:00","BZN|FR","Without Sequence","112.99","",""
"24/04/2022 06:00:00 - 24/04/2022 07:00:00","BZN|FR","Without Sequence","130.04","",""
"24/04/2022 07:00:00 - 24/04/2022 08:00:00","BZN|FR","Without Sequence","137.02","",""
"24/04/2022 08:00:00 - 24/04/2022 09:00:00","BZN|FR","Without Sequence","154.00","",""
"24/04/2022 09:00:00 - 24/04/2022 10:00:00","BZN|FR","Without Sequence","188.30","",""
"24/04/2022 10:00:00 - 24/04/2022 11:00:00","BZN|FR","Without Sequence","170.08","",""
"24/04/2022 11:00:00 - 24/04/2022 12:00:00","BZN|FR","Without Sequence","150.36","",""
"24/04/2022 12:00:00 - 24/04/2022 13:00:00","BZN|FR","Without Sequence","153.22","",""
"24/04/2022 13:00:00 - 24/04/2022 14:00:00","BZN|FR","Without Sequence","135.23","",""
"24/04/2022 14:00:00 - 24/04/2022 15:00:00","BZN|FR","Without Sequence","116.95","",""
"24/04/2022 15:00:00 - 24/04/2022 16:00:00","BZN|FR","Without Sequence","108.24","",""
"24/04/2022 16:00:00 - 24/04/2022 17:00:00","BZN|FR","Without Sequence","102.00","",""
"24/04/2022 17:00:00 - 24/04/2022 18:00:00","BZN|FR","Without Sequence","112.99","",""
"24/04/2022 18:00:00 - 24/04/2022 19:00:00","BZN|FR","Without Sequence","165.01","",""
"24/04/2022 19:00:00 - 24/04/2022 20:00:00","BZN|FR","Without Sequence","198.65","",""
"24/04/2022 20:00:00 - 24/04/2022 21:00:00","BZN|FR","Without Sequence","224.95","",""
"24/04/2022 21:00:00 - 24/04/2022 22:00:00","BZN|FR","Without Sequence","217.30","",""
"24/04/2022 22:00:00 - 24/04/2022 23:00:00","BZN|FR","Without Sequence","205.73","",""
"24/04/2022 23:00:00 - 25/04/2022 00:00:00","BZN|FR","Without Sequence","205.73","",""
"25/04/2022 00:00:00 - 25/04/2022 01:00:00","BZN|FR","Without Sequence","184.96","",""
"25/04/2022 01:00:00 - 25/04/2022 02:00:00","BZN|FR","Without Sequence","183.78","",""
"25/04/2022 02:00:00 - 25/04/2022 03:00:00","BZN|FR","Without Sequence","185.63","",""
"25/04/2022 03:00:00 - 25/04/2022 04:00:00","BZN|FR","Without Sequence","186.10","",""
"25/04/2022 04:00:00 - 25/04/2022 05:00:00","BZN|FR","Without Sequence","188.12","",""
"25/04/2022 05:00:00 - 25/04/2022 06:00:00","BZN|FR","Without Sequence","200.06","",""
"25/04/2022 06:00:00 - 25/04/2022 07:00:00","BZN|FR","Without Sequence","237.23","",""
"25/04/2022 07:00:00 - 25/04/2022 08:00:00","BZN|FR","Without Sequence","261.87","",""
"25/04/2022 08:00:00 - 25/04/2022 09:00:00","BZN|FR","Without Sequence","272.47","",""
"25/04/2022 09:00:00 - 25/04/2022 10:00:00","BZN|FR","Without Sequence","249.06","",""
"25/04/2022 10:00:00 - 25/04/2022 11:00:00","BZN|FR","Without Sequence","232.59","",""
"25/04/2022 11:00:00 - 25/04/2022 12:00:00","BZN|FR","Without Sequence","227.97","",""
"25/04/2022 12:00:00 - 25/04/2022 13:00:00","BZN|FR","Without Sequence","211.00","",""
"25/04/2022 13:00:00 - 25/04/2022 14:00:00","BZN|FR","Without Sequence","200.00","",""
"25/04/2022 14:00:00 - 25/04/2022 15:00:00","BZN|FR","Without Sequence","194.90","",""
"25/04/2022 15:00:00 - 25/04/2022 16:00:00","BZN|FR","Without Sequence","191.99","",""
"25/04/2022 16:00:00 - 25/04/2022 17:00:00","BZN|FR","Without Sequence","189.50","",""
"25/04/2022 17:00:00 - 25/04/2022 18:00:00","BZN|FR","Without Sequence","205.93","",""
"25/04/2022 18:00:00 - 25/04/2022 19:00:00","BZN|FR","Without Sequence","243.59","",""
"25/04/2022 19:00:00 - 25/04/2022 20:00:00","BZN|FR","Without Sequence","273.88","",""
"25/04/2022 20:00:00 - 25/04/2022 21:00:00","BZN|FR","Without Sequence","275.71","",""
"25/04/2022 21:00:00 - 25/04/2022 22:00:00","BZN|FR","Without Sequence","264.93","",""
"25/04/2022 22:00:00 - 25/04/2022 23:00:00","BZN|FR","Without Sequence","254.00","",""
"25/04/2022 23:00:00 - 26/04/2022 00:00:00","BZN|FR","Without Sequence","254.00","",""
"26/04/2022 00:00:00 - 26/04/2022 01:00:00","BZN|FR","Without Sequence","237.76","",""
"26/04/2022 01:00:00 - 26/04/2022 02:00:00","BZN|FR","Without Sequence","231.13","",""
"26/04/2022 02:00:00 - 26/04/2022 03:00:00","BZN|FR","Without Sequence","222.62","",""
"26/04/2022 03:00:00 - 26/04/2022 04:00:00","BZN|FR","Without Sequence","211.79","",""
"26/04/2022 04:00:00 - 26/04/2022 05:00:00","BZN|FR","Without Sequence","214.47","",""
"26/04/2022 05:00:00 - 26/04/2022 06:00:00","BZN|FR","Without Sequence","232.95","",""
"26/04/2022 06:00:00 - 26/04/2022 07:00:00","BZN|FR","Without Sequence","251.07","",""
"26/04/2022 07:00:00 - 26/04/2022 08:00:00","BZN|FR","Without Sequence","282.27","",""
"26/04/2022 08:00:00 - 26/04/2022 09:00:00","BZN|FR","Without Sequence","284.52","",""
"26/04/2022 09:00:00 - 26/04/2022 10:00:00","BZN|FR","Without Sequence","265.40","",""
"26/04/2022 10:00:00 - 26/04/2022 11:00:00","BZN|FR","Without Sequence","251.32","",""
"26/04/2022 11:00:00 - 26/04/2022 12:00:00","BZN|FR","Without Sequence","245.24","",""
"26/04/2022 12:00:00 - 26/04/2022 13:00:00","BZN|FR","Without Sequence","242.21","",""
"26/04/2022 13:00:00 - 26/04/2022 14:00:00","BZN|FR","Without Sequence","219.08","",""
"26/04/2022 14:00:00 - 26/04/2022 15:00:00","BZN|FR","Without Sequence","210.91","",""
"26/04/2022 15:00:00 - 26/04/2022 16:00:00","BZN|FR","Without Sequence","210.63","",""
"26/04/2022 16:00:00 - 26/04/2022 17:00:00","BZN|FR","Without Sequence","207.26","",""
"26/04/2022 17:00:00 - 26/04/2022 18:00:00","BZN|FR","Without Sequence","232.75","",""
"26/04/2022 18:00:00 - 26/04/2022 19:00:00","BZN|FR","Without Sequence","254.11","",""
"26/04/2022 19:00:00 - 26/04/2022 20:00:00","BZN|FR","Without Sequence","281.00","",""
"26/04/2022 20:00:00 - 26/04/2022 21:00:00","BZN|FR","Without Sequence","286.76","",""
"26/04/2022 21:00:00 - 26/04/2022 22:00:00","BZN|FR","Without Sequence","270.01","",""
"26/04/2022 22:00:00 - 26/04/2022 23:00:00","BZN|FR","Without Sequence","255.00","",""
"26/04/2022 23:00:00 - 27/04/2022 00:00:00","BZN|FR","Without Sequence","255.00","",""
"27/04/2022 00:00:00 - 27/04/2022 01:00:00","BZN|FR","Without Sequence","206.72","",""
"27/04/2022 01:00:00 - 27/04/2022 02:00:00","BZN|FR","Without Sequence","198.01","",""
"27/04/2022 02:00:00 - 27/04/2022 03:00:00","BZN|FR","Without Sequence","196.36","",""
"27/04/2022 03:00:00 - 27/04/2022 04:00:00","BZN|FR","Without Sequence","194.53","",""
"27/04/2022 04:00:00 - 27/04/2022 05:00:00","BZN|FR","Without Sequence","197.51","",""
"27/04/2022 05:00:00 - 27/04/2022 06:00:00","BZN|FR","Without Sequence","209.94","",""
"27/04/2022 06:00:00 - 27/04/2022 07:00:00","BZN|FR","Without Sequence","242.97","",""
"27/04/2022 07:00:00 - 27/04/2022 08:00:00","BZN|FR","Without Sequence","254.96","",""
"27/04/2022 08:00:00 - 27/04/2022 09:00:00","BZN|FR","Without Sequence","265.98","",""
"27/04/2022 09:00:00 - 27/04/2022 10:00:00","BZN|FR","Without Sequence","252.74","",""
"27/04/2022 10:00:00 - 27/04/2022 11:00:00","BZN|FR","Without Sequence","235.38","",""
"27/04/2022 11:00:00 - 27/04/2022 12:00:00","BZN|FR","Without Sequence","216.74","",""
"27/04/2022 12:00:00 - 27/04/2022 13:00:00","BZN|FR","Without Sequence","207.66","",""
"27/04/2022 13:00:00 - 27/04/2022 14:00:00","BZN|FR","Without Sequence","200.62","",""
"27/04/2022 14:00:00 - 27/04/2022 15:00:00","BZN|FR","Without Sequence","193.22","",""
"27/04/2022 15:00:00 - 27/04/2022 16:00:00","BZN|FR","Without Sequence","190.96","",""
"27/04/2022 16:00:00 - 27/04/2022 17:00:00","BZN|FR","Without Sequence","191.35","",""
"27/04/2022 17:00:00 - 27/04/2022 18:00:00","BZN|FR","Without Sequence","206.49","",""
"27/04/2022 18:00:00 - 27/04/2022 19:00:00","BZN|FR","Without Sequence","239.31","",""
"27/04/2022 19:00:00 - 27/04/2022 20:00:00","BZN|FR","Without Sequence","267.90","",""
"27/04/2022 20:00:00 - 27/04/2022 21:00:00","BZN|FR","Without Sequence","266.33","",""
"27/04/2022 21:00:00 - 27/04/2022 22:00:00","BZN|FR","Without Sequence","254.94","",""
"27/04/2022 22:00:00 - 27/04/2022 23:00:00","BZN|FR","Without Sequence","235.33","",""
"27/04/2022 23:00:00 - 28/04/2022 00:00:00","BZN|FR","Without Sequence","235.33","",""
"28/04/2022 00:00:00 - 28/04/2022 01:00:00","BZN|FR","Without Sequence","214.63","",""
"28/04/2022 01:00:00 - 28/04/2022 02:00:00","BZN|FR","Without Sequence","201.94","",""
"28/04/2022 02:00:00 - 28/04/2022 03:00:00","BZN|FR","Without Sequence","198.00","",""
"28/04/2022 03:00:00 - 28/04/2022 04:00:00","BZN|FR","Without Sequence","201.37","",""
"28/04/2022 04:00:00 - 28/04/2022 05:00:00","BZN|FR","Without Sequence","201.50","",""
"28/04/2022 05:00:00 - 28/04/2022 06:00:00","BZN|FR","Without Sequence","218.35","",""
"28/04/2022 06:00:00 - 28/04/2022 07:00:00","BZN|FR","Without Sequence","255.00","",""
"28/04/2022 07:00:00 - 28/04/2022 08:00:00","BZN|FR","Without Sequence","283.37","",""
"28/04/2022 08:00:00 - 28/04/2022 09:00:00","BZN|FR","Without Sequence","279.29","",""
"28/04/2022 09:00:00 - 28/04/2022 10:00:00","BZN|FR","Without Sequence","251.26","",""
"28/04/2022 10:00:00 - 28/04/2022 11:00:00","BZN|FR","Without Sequence","224.93","",""
"28/04/2022 11:00:00 - 28/04/2022 12:00:00","BZN|FR","Without Sequence","214.70","",""
"28/04/2022 12:00:00 - 28/04/2022 13:00:00","BZN|FR","Without Sequence","208.00","",""
"28/04/2022 13:00:00 - 28/04/2022 14:00:00","BZN|FR","Without Sequence","200.09","",""
"28/04/2022 14:00:00 - 28/04/2022 15:00:00","BZN|FR","Without Sequence","197.05","",""
"28/04/2022 15:00:00 - 28/04/2022 16:00:00","BZN|FR","Without Sequence","196.30","",""
"28/04/2022 16:00:00 - 28/04/2022 17:00:00","BZN|FR","Without Sequence","197.13","",""
"28/04/2022 17:00:00 - 28/04/2022 18:00:00","BZN|FR","Without Sequence","217.63","",""
"28/04/2022 18:00:00 - 28/04/2022 19:00:00","BZN|FR","Without Sequence","255.00","",""
"28/04/2022 19:00:00 - 28/04/2022 20:00:00","BZN|FR","Without Sequence","279.09","",""
"28/04/2022 20:00:00 - 28/04/2022 21:00:00","BZN|FR","Without Sequence","284.91","",""
"28/04/2022 21:00:00 - 28/04/2022 22:00:00","BZN|FR","Without Sequence","268.91","",""
"28/04/2022 22:00:00 - 28/04/2022 23:00:00","BZN|FR","Without Sequence","253.56","",""
"28/04/2022 23:00:00 - 29/04/2022 00:00:00","BZN|FR","Without Sequence","253.56","",""
"29/04/2022 00:00:00 - 29/04/2022 01:00:00","BZN|FR","Without Sequence","206.05","",""
"29/04/2022 01:00:00 - 29/04/2022 02:00:00","BZN|FR","Without Sequence","203.15","",""
"29/04/2022 02:00:00 - 29/04/2022 03:00:00","BZN|FR","Without Sequence","202.52","",""
"29/04/2022 03:00:00 - 29/04/2022 04:00:00","BZN|FR","Without Sequence","203.23","",""
"29/04/2022 04:00:00 - 29/04/2022 05:00:00","BZN|FR","Without Sequence","205.09","",""
"29/04/2022 05:00:00 - 29/04/2022 06:00:00","BZN|FR","Without Sequence","213.86","",""
"29/04/2022 06:00:00 - 29/04/2022 07:00:00","BZN|FR","Without Sequence","255.77","",""
"29/04/2022 07:00:00 - 29/04/2022 08:00:00","BZN|FR","Without Sequence","280.06","",""
"29/04/2022 08:00:00 - 29/04/2022 09:00:00","BZN|FR","Without Sequence","291.22","",""
"29/04/2022 09:00:00 - 29/04/2022 10:00:00","BZN|FR","Without Sequence","256.34","",""
"29/04/2022 10:00:00 - 29/04/2022 11:00:00","BZN|FR","Without Sequence","230.33","",""
"29/04/2022 11:00:00 - 29/04/2022 12:00:00","BZN|FR","Without Sequence","217.40","",""
"29/04/2022 12:00:00 - 29/04/2022 13:00:00","BZN|FR","Without Sequence","208.37","",""
"29/04/2022 13:00:00 - 29/04/2022 14:00:00","BZN|FR","Without Sequence","197.25","",""
"29/04/2022 14:00:00 - 29/04/2022 15:00:00","BZN|FR","Without Sequence","195.24","",""
"29/04/2022 15:00:00 - 29/04/2022 16:00:00","BZN|FR","Without Sequence","195.04","",""
"29/04/2022 16:00:00 - 29/04/2022 17:00:00","BZN|FR","Without Sequence","206.00","",""
"29/04/2022 17:00:00 - 29/04/2022 18:00:00","BZN|FR","Without Sequence","216.30","",""
"29/04/2022 18:00:00 - 29/04/2022 19:00:00","BZN|FR","Without Sequence","246.98","",""
"29/04/2022 19:00:00 - 29/04/2022 20:00:00","BZN|FR","Without Sequence","262.08","",""
"29/04/2022 20:00:00 - 29/04/2022 21:00:00","BZN|FR","Without Sequence","265.87","",""
"29/04/2022 21:00:00 - 29/04/2022 22:00:00","BZN|FR","Without Sequence","254.97","",""
"29/04/2022 22:00:00 - 29/04/2022 23:00:00","BZN|FR","Without Sequence","241.56","",""
"29/04/2022 23:00:00 - 30/04/2022 00:00:00","BZN|FR","Without Sequence","241.56","",""
"30/04/2022 00:00:00 - 30/04/2022 01:00:00","BZN|FR","Without Sequence","204.78","",""
"30/04/2022 01:00:00 - 30/04/2022 02:00:00","BZN|FR","Without Sequence","189.10","",""
"30/04/2022 02:00:00 - 30/04/2022 03:00:00","BZN|FR","Without Sequence","189.91","",""
"30/04/2022 03:00:00 - 30/04/2022 04:00:00","BZN|FR","Without Sequence","187.47","",""
"30/04/2022 04:00:00 - 30/04/2022 05:00:00","BZN|FR","Without Sequence","189.96","",""
"30/04/2022 05:00:00 - 30/04/2022 06:00:00","BZN|FR","Without Sequence","194.81","",""
"30/04/2022 06:00:00 - 30/04/2022 07:00:00","BZN|FR","Without Sequence","201.00","",""
"30/04/2022 07:00:00 - 30/04/2022 08:00:00","BZN|FR","Without Sequence","206.59","",""
"30/04/2022 08:00:00 - 30/04/2022 09:00:00","BZN|FR","Without Sequence","210.01","",""
"30/04/2022 09:00:00 - 30/04/2022 10:00:00","BZN|FR","Without Sequence","205.85","",""
"30/04/2022 10:00:00 - 30/04/2022 11:00:00","BZN|FR","Without Sequence","195.95","",""
"30/04/2022 11:00:00 - 30/04/2022 12:00:00","BZN|FR","Without Sequence","186.58","",""
"30/04/2022 12:00:00 - 30/04/2022 13:00:00","BZN|FR","Without Sequence","180.04","",""
"30/04/2022 13:00:00 - 30/04/2022 14:00:00","BZN|FR","Without Sequence","172.94","",""
"30/04/2022 14:00:00 - 30/04/2022 15:00:00","BZN|FR","Without Sequence","166.35","",""
"30/04/2022 15:00:00 - 30/04/2022 16:00:00","BZN|FR","Without Sequence","159.69","",""
"30/04/2022 16:00:00 - 30/04/2022 17:00:00","BZN|FR","Without Sequence","158.44","",""
"30/04/2022 17:00:00 - 30/04/2022 18:00:00","BZN|FR","Without Sequence","192.02","",""
"30/04/2022 18:00:00 - 30/04/2022 19:00:00","BZN|FR","Without Sequence","226.09","",""
"30/04/2022 19:00:00 - 30/04/2022 20:00:00","BZN|FR","Without Sequence","246.97","",""
"30/04/2022 20:00:00 - 30/04/2022 21:00:00","BZN|FR","Without Sequence","252.64","",""
"30/04/2022 21:00:00 - 30/04/2022 22:00:00","BZN|FR","Without Sequence","247.11","",""
"30/04/2022 22:00:00 - 30/04/2022 23:00:00","BZN|FR","Without Sequence","239.09","",""
"30/04/2022 23:00:00 - 01/05/2022 00:00:00","BZN|FR","Without Sequence","239.09","",""
"01/05/2022 00:00:00 - 01/05/2022 01:00:00","BZN|FR","Without Sequence","206.00","",""
"01/05/2022 01:00:00 - 01/05/2022 02:00:00","BZN|FR","Without Sequence","199.70","",""
"01/05/2022 02:00:00 - 01/05/2022 03:00:00","BZN|FR","Without Sequence","197.56","",""
"01/05/2022 03:00:00 - 01/05/2022 04:00:00","BZN|FR","Without Sequence","192.20","",""
"01/05/2022 04:00:00 - 01/05/2022 05:00:00","BZN|FR","Without Sequence","197.43","",""
"01/05/2022 05:00:00 - 01/05/2022 06:00:00","BZN|FR","Without Sequence","201.32","",""
"01/05/2022 06:00:00 - 01/05/2022 07:00:00","BZN|FR","Without Sequence","195.00","",""
"01/05/2022 07:00:00 - 01/05/2022 08:00:00","BZN|FR","Without Sequence","194.95","",""
"01/05/2022 08:00:00 - 01/05/2022 09:00:00","BZN|FR","Without Sequence","186.94","",""
"01/05/2022 09:00:00 - 01/05/2022 10:00:00","BZN|FR","Without Sequence","182.04","",""
"01/05/2022 10:00:00 - 01/05/2022 11:00:00","BZN|FR","Without Sequence","177.31","",""
"01/05/2022 11:00:00 - 01/05/2022 12:00:00","BZN|FR","Without Sequence","176.50","",""
"01/05/2022 12:00:00 - 01/05/2022 13:00:00","BZN|FR","Without Sequence","174.92","",""
"01/05/2022 13:00:00 - 01/05/2022 14:00:00","BZN|FR","Without Sequence","150.74","",""
"01/05/2022 14:00:00 - 01/05/2022 15:00:00","BZN|FR","Without Sequence","140.40","",""
"01/05/2022 15:00:00 - 01/05/2022 16:00:00","BZN|FR","Without Sequence","138.90","",""
"01/05/2022 16:00:00 - 01/05/2022 17:00:00","BZN|FR","Without Sequence","155.90","",""
"01/05/2022 17:00:00 - 01/05/2022 18:00:00","BZN|FR","Without Sequence","187.04","",""
"01/05/2022 18:00:00 - 01/05/2022 19:00:00","BZN|FR","Without Sequence","215.85","",""
"01/05/2022 19:00:00 - 01/05/2022 20:00:00","BZN|FR","Without Sequence","249.43","",""
"01/05/2022 20:00:00 - 01/05/2022 21:00:00","BZN|FR","Without Sequence","254.94","",""
"01/05/2022 21:00:00 - 01/05/2022 22:00:00","BZN|FR","Without Sequence","243.03","",""
"01/05/2022 22:00:00 - 01/05/2022 23:00:00","BZN|FR","Without Sequence","239.72","",""
"01/05/2022 23:00:00 - 02/05/2022 00:00:00","BZN|FR","Without Sequence","239.72","",""
"02/05/2022 00:00:00 - 02/05/2022 01:00:00","BZN|FR","Without Sequence","206.46","",""
"02/05/2022 01:00:00 - 02/05/2022 02:00:00","BZN|FR","Without Sequence","199.87","",""
"02/05/2022 02:00:00 - 02/05/2022 03:00:00","BZN|FR","Without Sequence","194.69","",""
"02/05/2022 03:00:00 - 02/05/2022 04:00:00","BZN|FR","Without Sequence","193.76","",""
"02/05/2022 04:00:00 - 02/05/2022 05:00:00","BZN|FR","Without Sequence","196.34","",""
"02/05/2022 05:00:00 - 02/05/2022 06:00:00","BZN|FR","Without Sequence","209.96","",""
"02/05/2022 06:00:00 - 02/05/2022 07:00:00","BZN|FR","Without Sequence","248.88","",""
"02/05/2022 07:00:00 - 02/05/2022 08:00:00","BZN|FR","Without Sequence","270.00","",""
"02/05/2022 08:00:00 - 02/05/2022 09:00:00","BZN|FR","Without Sequence","264.57","",""
"02/05/2022 09:00:00 - 02/05/2022 10:00:00","BZN|FR","Without Sequence","238.98","",""
"02/05/2022 10:00:00 - 02/05/2022 11:00:00","BZN|FR","Without Sequence","194.27","",""
"02/05/2022 11:00:00 - 02/05/2022 12:00:00","BZN|FR","Without Sequence","189.97","",""
"02/05/2022 12:00:00 - 02/05/2022 13:00:00","BZN|FR","Without Sequence","196.23","",""
"02/05/2022 13:00:00 - 02/05/2022 14:00:00","BZN|FR","Without Sequence","190.45","",""
"02/05/2022 14:00:00 - 02/05/2022 15:00:00","BZN|FR","Without Sequence","187.65","",""
"02/05/2022 15:00:00 - 02/05/2022 16:00:00","BZN|FR","Without Sequence","185.05","",""
"02/05/2022 16:00:00 - 02/05/2022 17:00:00","BZN|FR","Without Sequence","188.20","",""
"02/05/2022 17:00:00 - 02/05/2022 18:00:00","BZN|FR","Without Sequence","218.72","",""
"02/05/2022 18:00:00 - 02/05/2022 19:00:00","BZN|FR","Without Sequence","240.71","",""
"02/05/2022 19:00:00 - 02/05/2022 20:00:00","BZN|FR","Without Sequence","260.02","",""
"02/05/2022 20:00:00 - 02/05/2022 21:00:00","BZN|FR","Without Sequence","265.41","",""
"02/05/2022 21:00:00 - 02/05/2022 22:00:00","BZN|FR","Without Sequence","253.52","",""
"02/05/2022 22:00:00 - 02/05/2022 23:00:00","BZN|FR","Without Sequence","241.11","",""
"02/05/2022 23:00:00 - 03/05/2022 00:00:00","BZN|FR","Without Sequence","241.11","",""
"03/05/2022 00:00:00 - 03/05/2022 01:00:00","BZN|FR","Without Sequence","184.50","",""
"03/05/2022 01:00:00 - 03/05/2022 02:00:00","BZN|FR","Without Sequence","182.09","",""
"03/05/2022 02:00:00 - 03/05/2022 03:00:00","BZN|FR","Without Sequence","184.08","",""
"03/05/2022 03:00:00 - 03/05/2022 04:00:00","BZN|FR","Without Sequence","185.12","",""
"03/05/2022 04:00:00 - 03/05/2022 05:00:00","BZN|FR","Without Sequence","187.04","",""
"03/05/2022 05:00:00 - 03/05/2022 06:00:00","BZN|FR","Without Sequence","191.19","",""
"03/05/2022 06:00:00 - 03/05/2022 07:00:00","BZN|FR","Without Sequence","236.26","",""
"03/05/2022 07:00:00 - 03/05/2022 08:00:00","BZN|FR","Without Sequence","255.96","",""
"03/05/2022 08:00:00 - 03/05/2022 09:00:00","BZN|FR","Without Sequence","255.96","",""
"03/05/2022 09:00:00 - 03/05/2022 10:00:00","BZN|FR","Without Sequence","232.70","",""
"03/05/2022 10:00:00 - 03/05/2022 11:00:00","BZN|FR","Without Sequence","206.07","",""
"03/05/2022 11:00:00 - 03/05/2022 12:00:00","BZN|FR","Without Sequence","200.24","",""
"03/05/2022 12:00:00 - 03/05/2022 13:00:00","BZN|FR","Without Sequence","197.06","",""
"03/05/2022 13:00:00 - 03/05/2022 14:00:00","BZN|FR","Without Sequence","197.29","",""
"03/05/2022 14:00:00 - 03/05/2022 15:00:00","BZN|FR","Without Sequence","194.89","",""
"03/05/2022 15:00:00 - 03/05/2022 16:00:00","BZN|FR","Without Sequence","195.54","",""
"03/05/2022 16:00:00 - 03/05/2022 17:00:00","BZN|FR","Without Sequence","197.99","",""
"03/05/2022 17:00:00 - 03/05/2022 18:00:00","BZN|FR","Without Sequence","218.99","",""
"03/05/2022 18:00:00 - 03/05/2022 19:00:00","BZN|FR","Without Sequence","249.96","",""
"03/05/2022 19:00:00 - 03/05/2022 20:00:00","BZN|FR","Without Sequence","269.94","",""
