"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"12/04/2022 06:00:00 - 12/04/2022 07:00:00","BZN|FR","Without Sequence","229.54","",""
"12/04/2022 07:00:00 - 12/04/2022 08:00:00","BZN|FR","Without Sequence","268.78","",""
"12/04/2022 08:00:00 - 12/04/2022 09:00:00","BZN|FR","Without Sequence","260.33","",""
"12/04/2022 09:00:00 - 12/04/2022 10:00:00","BZN|FR","Without Sequence","252.88","",""
"12/04/2022 10:00:00 - 12/04/2022 11:00:00","BZN|FR","Without Sequence","266.13","",""
"12/04/2022 11:00:00 - 12/04/2022 12:00:00","BZN|FR","Without Sequence","249.53","",""
"12/04/2022 12:00:00 - 12/04/2022 13:00:00","BZN|FR","Without Sequence","246.20","",""
"12/04/2022 13:00:00 - 12/04/2022 14:00:00","BZN|FR","Without Sequence","242.85","",""
"12/04/2022 14:00:00 - 12/04/2022 15:00:00","BZN|FR","Without Sequence","244.81","",""
"12/04/2022 15:00:00 - 12/04/2022 16:00:00","BZN|FR","Without Sequence","241.58","",""
"12/04/2022 16:00:00 - 12/04/2022 17:00:00","BZN|FR","Without Sequence","240.24","",""
"12/04/2022 17:00:00 - 12/04/2022 18:00:00","BZN|FR","Without Sequence","231.32","",""
"12/04/2022 18:00:00 - 12/04/2022 19:00:00","BZN|FR","Without Sequence","258.02","",""
"12/04/2022 19:00:00 - 12/04/2022 20:00:00","BZN|FR","Without Sequence","277.33","",""
"12/04/2022 20:00:00 - 12/04/2022 21:00:00","BZN|FR","Without Sequence","280.04","",""
"12/04/2022 21:00:00 - 12/04/2022 22:00:00","BZN|FR","Without Sequence","282.26","",""
"12/04/2022 22:00:00 - 12/04/2022 23:00:00","BZN|FR","Without Sequence","270.00","",""
"12/04/2022 23:00:00 - 13/04/2022 00:00:00","BZN|FR","Without Sequence","270.00","",""
"13/04/2022 00:00:00 - 13/04/2022 01:00:00","BZN|FR","Without Sequence","242.75","",""
"13/04/2022 01:00:00 - 13/04/2022 02:00:00","BZN|FR","Without Sequence","229.77","",""
"13/04/2022 02:00:00 - 13/04/2022 03:00:00","BZN|FR","Without Sequence","220.00","",""
"13/04/2022 03:00:00 - 13/04/2022 04:00:00","BZN|FR","Without Sequence","201.85","",""
"13/04/2022 04:00:00 - 13/04/2022 05:00:00","BZN|FR","Without Sequence","190.90","",""
"13/04/2022 05:00:00 - 13/04/2022 06:00:00","BZN|FR","Without Sequence","212.32","",""
"13/04/2022 06:00:00 - 13/04/2022 07:00:00","BZN|FR","Without Sequence","248.74","",""
"13/04/2022 07:00:00 - 13/04/2022 08:00:00","BZN|FR","Without Sequence","269.35","",""
"13/04/2022 08:00:00 - 13/04/2022 09:00:00","BZN|FR","Without Sequence","273.83","",""
"13/04/2022 09:00:00 - 13/04/2022 10:00:00","BZN|FR","Without Sequence","254.25","",""
"13/04/2022 10:00:00 - 13/04/2022 11:00:00","BZN|FR","Without Sequence","242.75","",""
"13/04/2022 11:00:00 - 13/04/2022 12:00:00","BZN|FR","Without Sequence","234.99","",""
"13/04/2022 12:00:00 - 13/04/2022 13:00:00","BZN|FR","Without Sequence","227.67","",""
"13/04/2022 13:00:00 - 13/04/2022 14:00:00","BZN|FR","Without Sequence","208.00","",""
"13/04/2022 14:00:00 - 13/04/2022 15:00:00","BZN|FR","Without Sequence","201.18","",""
"13/04/2022 15:00:00 - 13/04/2022 16:00:00","BZN|FR","Without Sequence","196.00","",""
"13/04/2022 16:00:00 - 13/04/2022 17:00:00","BZN|FR","Without Sequence","200.47","",""
"13/04/2022 17:00:00 - 13/04/2022 18:00:00","BZN|FR","Without Sequence","241.25","",""
"13/04/2022 18:00:00 - 13/04/2022 19:00:00","BZN|FR","Without Sequence","266.20","",""
"13/04/2022 19:00:00 - 13/04/2022 20:00:00","BZN|FR","Without Sequence","298.95","",""
"13/04/2022 20:00:00 - 13/04/2022 21:00:00","BZN|FR","Without Sequence","301.63","",""
"13/04/2022 21:00:00 - 13/04/2022 22:00:00","BZN|FR","Without Sequence","269.03","",""
"13/04/2022 22:00:00 - 13/04/2022 23:00:00","BZN|FR","Without Sequence","250.00","",""
"13/04/2022 23:00:00 - 14/04/2022 00:00:00","BZN|FR","Without Sequence","250.00","",""
"14/04/2022 00:00:00 - 14/04/2022 01:00:00","BZN|FR","Without Sequence","232.45","",""
"14/04/2022 01:00:00 - 14/04/2022 02:00:00","BZN|FR","Without Sequence","207.63","",""
"14/04/2022 02:00:00 - 14/04/2022 03:00:00","BZN|FR","Without Sequence","200.14","",""
"14/04/2022 03:00:00 - 14/04/2022 04:00:00","BZN|FR","Without Sequence","198.05","",""
"14/04/2022 04:00:00 - 14/04/2022 05:00:00","BZN|FR","Without Sequence","199.97","",""
"14/04/2022 05:00:00 - 14/04/2022 06:00:00","BZN|FR","Without Sequence","204.46","",""
"14/04/2022 06:00:00 - 14/04/2022 07:00:00","BZN|FR","Without Sequence","254.00","",""
"14/04/2022 07:00:00 - 14/04/2022 08:00:00","BZN|FR","Without Sequence","272.33","",""
"14/04/2022 08:00:00 - 14/04/2022 09:00:00","BZN|FR","Without Sequence","282.11","",""
"14/04/2022 09:00:00 - 14/04/2022 10:00:00","BZN|FR","Without Sequence","252.78","",""
"14/04/2022 10:00:00 - 14/04/2022 11:00:00","BZN|FR","Without Sequence","216.35","",""
"14/04/2022 11:00:00 - 14/04/2022 12:00:00","BZN|FR","Without Sequence","212.54","",""
"14/04/2022 12:00:00 - 14/04/2022 13:00:00","BZN|FR","Without Sequence","202.76","",""
"14/04/2022 13:00:00 - 14/04/2022 14:00:00","BZN|FR","Without Sequence","195.19","",""
"14/04/2022 14:00:00 - 14/04/2022 15:00:00","BZN|FR","Without Sequence","193.64","",""
"14/04/2022 15:00:00 - 14/04/2022 16:00:00","BZN|FR","Without Sequence","191.99","",""
"14/04/2022 16:00:00 - 14/04/2022 17:00:00","BZN|FR","Without Sequence","194.53","",""
"14/04/2022 17:00:00 - 14/04/2022 18:00:00","BZN|FR","Without Sequence","212.80","",""
"14/04/2022 18:00:00 - 14/04/2022 19:00:00","BZN|FR","Without Sequence","244.94","",""
"14/04/2022 19:00:00 - 14/04/2022 20:00:00","BZN|FR","Without Sequence","271.07","",""
"14/04/2022 20:00:00 - 14/04/2022 21:00:00","BZN|FR","Without Sequence","272.31","",""
"14/04/2022 21:00:00 - 14/04/2022 22:00:00","BZN|FR","Without Sequence","265.46","",""
"14/04/2022 22:00:00 - 14/04/2022 23:00:00","BZN|FR","Without Sequence","253.68","",""
"14/04/2022 23:00:00 - 15/04/2022 00:00:00","BZN|FR","Without Sequence","253.68","",""
"15/04/2022 00:00:00 - 15/04/2022 01:00:00","BZN|FR","Without Sequence","214.90","",""
"15/04/2022 01:00:00 - 15/04/2022 02:00:00","BZN|FR","Without Sequence","202.21","",""
"15/04/2022 02:00:00 - 15/04/2022 03:00:00","BZN|FR","Without Sequence","197.03","",""
"15/04/2022 03:00:00 - 15/04/2022 04:00:00","BZN|FR","Without Sequence","193.70","",""
"15/04/2022 04:00:00 - 15/04/2022 05:00:00","BZN|FR","Without Sequence","192.21","",""
"15/04/2022 05:00:00 - 15/04/2022 06:00:00","BZN|FR","Without Sequence","196.86","",""
"15/04/2022 06:00:00 - 15/04/2022 07:00:00","BZN|FR","Without Sequence","205.33","",""
"15/04/2022 07:00:00 - 15/04/2022 08:00:00","BZN|FR","Without Sequence","221.41","",""
"15/04/2022 08:00:00 - 15/04/2022 09:00:00","BZN|FR","Without Sequence","229.31","",""
"15/04/2022 09:00:00 - 15/04/2022 10:00:00","BZN|FR","Without Sequence","228.43","",""
"15/04/2022 10:00:00 - 15/04/2022 11:00:00","BZN|FR","Without Sequence","191.87","",""
"15/04/2022 11:00:00 - 15/04/2022 12:00:00","BZN|FR","Without Sequence","187.81","",""
"15/04/2022 12:00:00 - 15/04/2022 13:00:00","BZN|FR","Without Sequence","188.03","",""
"15/04/2022 13:00:00 - 15/04/2022 14:00:00","BZN|FR","Without Sequence","167.65","",""
"15/04/2022 14:00:00 - 15/04/2022 15:00:00","BZN|FR","Without Sequence","157.38","",""
"15/04/2022 15:00:00 - 15/04/2022 16:00:00","BZN|FR","Without Sequence","151.11","",""
"15/04/2022 16:00:00 - 15/04/2022 17:00:00","BZN|FR","Without Sequence","155.01","",""
"15/04/2022 17:00:00 - 15/04/2022 18:00:00","BZN|FR","Without Sequence","179.32","",""
"15/04/2022 18:00:00 - 15/04/2022 19:00:00","BZN|FR","Without Sequence","196.21","",""
"15/04/2022 19:00:00 - 15/04/2022 20:00:00","BZN|FR","Without Sequence","228.35","",""
"15/04/2022 20:00:00 - 15/04/2022 21:00:00","BZN|FR","Without Sequence","235.99","",""
"15/04/2022 21:00:00 - 15/04/2022 22:00:00","BZN|FR","Without Sequence","235.26","",""
"15/04/2022 22:00:00 - 15/04/2022 23:00:00","BZN|FR","Without Sequence","224.45","",""
"15/04/2022 23:00:00 - 16/04/2022 00:00:00","BZN|FR","Without Sequence","224.45","",""
"16/04/2022 00:00:00 - 16/04/2022 01:00:00","BZN|FR","Without Sequence","191.16","",""
"16/04/2022 01:00:00 - 16/04/2022 02:00:00","BZN|FR","Without Sequence","183.37","",""
"16/04/2022 02:00:00 - 16/04/2022 03:00:00","BZN|FR","Without Sequence","178.09","",""
"16/04/2022 03:00:00 - 16/04/2022 04:00:00","BZN|FR","Without Sequence","174.21","",""
"16/04/2022 04:00:00 - 16/04/2022 05:00:00","BZN|FR","Without Sequence","174.46","",""
"16/04/2022 05:00:00 - 16/04/2022 06:00:00","BZN|FR","Without Sequence","179.87","",""
"16/04/2022 06:00:00 - 16/04/2022 07:00:00","BZN|FR","Without Sequence","188.98","",""
"16/04/2022 07:00:00 - 16/04/2022 08:00:00","BZN|FR","Without Sequence","191.12","",""
"16/04/2022 08:00:00 - 16/04/2022 09:00:00","BZN|FR","Without Sequence","189.60","",""
"16/04/2022 09:00:00 - 16/04/2022 10:00:00","BZN|FR","Without Sequence","172.62","",""
"16/04/2022 10:00:00 - 16/04/2022 11:00:00","BZN|FR","Without Sequence","146.58","",""
"16/04/2022 11:00:00 - 16/04/2022 12:00:00","BZN|FR","Without Sequence","121.99","",""
"16/04/2022 12:00:00 - 16/04/2022 13:00:00","BZN|FR","Without Sequence","99.99","",""
"16/04/2022 13:00:00 - 16/04/2022 14:00:00","BZN|FR","Without Sequence","89.99","",""
"16/04/2022 14:00:00 - 16/04/2022 15:00:00","BZN|FR","Without Sequence","42.97","",""
"16/04/2022 15:00:00 - 16/04/2022 16:00:00","BZN|FR","Without Sequence","40.32","",""
"16/04/2022 16:00:00 - 16/04/2022 17:00:00","BZN|FR","Without Sequence","65.84","",""
"16/04/2022 17:00:00 - 16/04/2022 18:00:00","BZN|FR","Without Sequence","107.71","",""
"16/04/2022 18:00:00 - 16/04/2022 19:00:00","BZN|FR","Without Sequence","171.19","",""
"16/04/2022 19:00:00 - 16/04/2022 20:00:00","BZN|FR","Without Sequence","195.08","",""
"16/04/2022 20:00:00 - 16/04/2022 21:00:00","BZN|FR","Without Sequence","205.81","",""
"16/04/2022 21:00:00 - 16/04/2022 22:00:00","BZN|FR","Without Sequence","194.47","",""
"16/04/2022 22:00:00 - 16/04/2022 23:00:00","BZN|FR","Without Sequence","175.84","",""
"16/04/2022 23:00:00 - 17/04/2022 00:00:00","BZN|FR","Without Sequence","175.84","",""
"17/04/2022 00:00:00 - 17/04/2022 01:00:00","BZN|FR","Without Sequence","160.22","",""
"17/04/2022 01:00:00 - 17/04/2022 02:00:00","BZN|FR","Without Sequence","139.97","",""
"17/04/2022 02:00:00 - 17/04/2022 03:00:00","BZN|FR","Without Sequence","128.46","",""
"17/04/2022 03:00:00 - 17/04/2022 04:00:00","BZN|FR","Without Sequence","123.38","",""
"17/04/2022 04:00:00 - 17/04/2022 05:00:00","BZN|FR","Without Sequence","133.96","",""
"17/04/2022 05:00:00 - 17/04/2022 06:00:00","BZN|FR","Without Sequence","139.96","",""
"17/04/2022 06:00:00 - 17/04/2022 07:00:00","BZN|FR","Without Sequence","146.10","",""
"17/04/2022 07:00:00 - 17/04/2022 08:00:00","BZN|FR","Without Sequence","144.01","",""
"17/04/2022 08:00:00 - 17/04/2022 09:00:00","BZN|FR","Without Sequence","133.55","",""
"17/04/2022 09:00:00 - 17/04/2022 10:00:00","BZN|FR","Without Sequence","100.00","",""
"17/04/2022 10:00:00 - 17/04/2022 11:00:00","BZN|FR","Without Sequence","75.92","",""
"17/04/2022 11:00:00 - 17/04/2022 12:00:00","BZN|FR","Without Sequence","60.14","",""
"17/04/2022 12:00:00 - 17/04/2022 13:00:00","BZN|FR","Without Sequence","50.08","",""
"17/04/2022 13:00:00 - 17/04/2022 14:00:00","BZN|FR","Without Sequence","25.21","",""
"17/04/2022 14:00:00 - 17/04/2022 15:00:00","BZN|FR","Without Sequence","0.00","",""
"17/04/2022 15:00:00 - 17/04/2022 16:00:00","BZN|FR","Without Sequence","0.08","",""
"17/04/2022 16:00:00 - 17/04/2022 17:00:00","BZN|FR","Without Sequence","15.00","",""
"17/04/2022 17:00:00 - 17/04/2022 18:00:00","BZN|FR","Without Sequence","66.20","",""
"17/04/2022 18:00:00 - 17/04/2022 19:00:00","BZN|FR","Without Sequence","158.02","",""
"17/04/2022 19:00:00 - 17/04/2022 20:00:00","BZN|FR","Without Sequence","182.55","",""
"17/04/2022 20:00:00 - 17/04/2022 21:00:00","BZN|FR","Without Sequence","191.54","",""
"17/04/2022 21:00:00 - 17/04/2022 22:00:00","BZN|FR","Without Sequence","189.59","",""
"17/04/2022 22:00:00 - 17/04/2022 23:00:00","BZN|FR","Without Sequence","171.46","",""
"17/04/2022 23:00:00 - 18/04/2022 00:00:00","BZN|FR","Without Sequence","171.46","",""
"18/04/2022 00:00:00 - 18/04/2022 01:00:00","BZN|FR","Without Sequence","95.90","",""
"18/04/2022 01:00:00 - 18/04/2022 02:00:00","BZN|FR","Without Sequence","81.00","",""
"18/04/2022 02:00:00 - 18/04/2022 03:00:00","BZN|FR","Without Sequence","84.00","",""
"18/04/2022 03:00:00 - 18/04/2022 04:00:00","BZN|FR","Without Sequence","81.00","",""
"18/04/2022 04:00:00 - 18/04/2022 05:00:00","BZN|FR","Without Sequence","85.25","",""
"18/04/2022 05:00:00 - 18/04/2022 06:00:00","BZN|FR","Without Sequence","92.31","",""
"18/04/2022 06:00:00 - 18/04/2022 07:00:00","BZN|FR","Without Sequence","100.94","",""
"18/04/2022 07:00:00 - 18/04/2022 08:00:00","BZN|FR","Without Sequence","112.53","",""
"18/04/2022 08:00:00 - 18/04/2022 09:00:00","BZN|FR","Without Sequence","120.57","",""
"18/04/2022 09:00:00 - 18/04/2022 10:00:00","BZN|FR","Without Sequence","121.77","",""
"18/04/2022 10:00:00 - 18/04/2022 11:00:00","BZN|FR","Without Sequence","97.49","",""
"18/04/2022 11:00:00 - 18/04/2022 12:00:00","BZN|FR","Without Sequence","89.89","",""
"18/04/2022 12:00:00 - 18/04/2022 13:00:00","BZN|FR","Without Sequence","95.90","",""
"18/04/2022 13:00:00 - 18/04/2022 14:00:00","BZN|FR","Without Sequence","63.15","",""
"18/04/2022 14:00:00 - 18/04/2022 15:00:00","BZN|FR","Without Sequence","45.00","",""
"18/04/2022 15:00:00 - 18/04/2022 16:00:00","BZN|FR","Without Sequence","60.58","",""
"18/04/2022 16:00:00 - 18/04/2022 17:00:00","BZN|FR","Without Sequence","82.92","",""
"18/04/2022 17:00:00 - 18/04/2022 18:00:00","BZN|FR","Without Sequence","121.25","",""
"18/04/2022 18:00:00 - 18/04/2022 19:00:00","BZN|FR","Without Sequence","189.84","",""
"18/04/2022 19:00:00 - 18/04/2022 20:00:00","BZN|FR","Without Sequence","240.30","",""
"18/04/2022 20:00:00 - 18/04/2022 21:00:00","BZN|FR","Without Sequence","250.73","",""
"18/04/2022 21:00:00 - 18/04/2022 22:00:00","BZN|FR","Without Sequence","229.75","",""
"18/04/2022 22:00:00 - 18/04/2022 23:00:00","BZN|FR","Without Sequence","221.23","",""
"18/04/2022 23:00:00 - 19/04/2022 00:00:00","BZN|FR","Without Sequence","221.23","",""
"19/04/2022 00:00:00 - 19/04/2022 01:00:00","BZN|FR","Without Sequence","205.00","",""
"19/04/2022 01:00:00 - 19/04/2022 02:00:00","BZN|FR","Without Sequence","192.98","",""
"19/04/2022 02:00:00 - 19/04/2022 03:00:00","BZN|FR","Without Sequence","191.14","",""
"19/04/2022 03:00:00 - 19/04/2022 04:00:00","BZN|FR","Without Sequence","190.95","",""
"19/04/2022 04:00:00 - 19/04/2022 05:00:00","BZN|FR","Without Sequence","190.00","",""
"19/04/2022 05:00:00 - 19/04/2022 06:00:00","BZN|FR","Without Sequence","200.61","",""
"19/04/2022 06:00:00 - 19/04/2022 07:00:00","BZN|FR","Without Sequence","251.27","",""
"19/04/2022 07:00:00 - 19/04/2022 08:00:00","BZN|FR","Without Sequence","291.43","",""
"19/04/2022 08:00:00 - 19/04/2022 09:00:00","BZN|FR","Without Sequence","295.43","",""
"19/04/2022 09:00:00 - 19/04/2022 10:00:00","BZN|FR","Without Sequence","255.71","",""
"19/04/2022 10:00:00 - 19/04/2022 11:00:00","BZN|FR","Without Sequence","244.87","",""
"19/04/2022 11:00:00 - 19/04/2022 12:00:00","BZN|FR","Without Sequence","216.25","",""
"19/04/2022 12:00:00 - 19/04/2022 13:00:00","BZN|FR","Without Sequence","214.09","",""
"19/04/2022 13:00:00 - 19/04/2022 14:00:00","BZN|FR","Without Sequence","200.73","",""
"19/04/2022 14:00:00 - 19/04/2022 15:00:00","BZN|FR","Without Sequence","195.01","",""
"19/04/2022 15:00:00 - 19/04/2022 16:00:00","BZN|FR","Without Sequence","196.42","",""
"19/04/2022 16:00:00 - 19/04/2022 17:00:00","BZN|FR","Without Sequence","186.77","",""
"19/04/2022 17:00:00 - 19/04/2022 18:00:00","BZN|FR","Without Sequence","196.74","",""
"19/04/2022 18:00:00 - 19/04/2022 19:00:00","BZN|FR","Without Sequence","224.93","",""
"19/04/2022 19:00:00 - 19/04/2022 20:00:00","BZN|FR","Without Sequence","239.03","",""
"19/04/2022 20:00:00 - 19/04/2022 21:00:00","BZN|FR","Without Sequence","240.01","",""
"19/04/2022 21:00:00 - 19/04/2022 22:00:00","BZN|FR","Without Sequence","223.60","",""
"19/04/2022 22:00:00 - 19/04/2022 23:00:00","BZN|FR","Without Sequence","200.00","",""
"19/04/2022 23:00:00 - 20/04/2022 00:00:00","BZN|FR","Without Sequence","200.00","",""
"20/04/2022 00:00:00 - 20/04/2022 01:00:00","BZN|FR","Without Sequence","191.00","",""
"20/04/2022 01:00:00 - 20/04/2022 02:00:00","BZN|FR","Without Sequence","189.55","",""
"20/04/2022 02:00:00 - 20/04/2022 03:00:00","BZN|FR","Without Sequence","183.10","",""
"20/04/2022 03:00:00 - 20/04/2022 04:00:00","BZN|FR","Without Sequence","183.28","",""
"20/04/2022 04:00:00 - 20/04/2022 05:00:00","BZN|FR","Without Sequence","183.38","",""
"20/04/2022 05:00:00 - 20/04/2022 06:00:00","BZN|FR","Without Sequence","197.96","",""
"20/04/2022 06:00:00 - 20/04/2022 07:00:00","BZN|FR","Without Sequence","227.24","",""
"20/04/2022 07:00:00 - 20/04/2022 08:00:00","BZN|FR","Without Sequence","249.92","",""
"20/04/2022 08:00:00 - 20/04/2022 09:00:00","BZN|FR","Without Sequence","249.90","",""
"20/04/2022 09:00:00 - 20/04/2022 10:00:00","BZN|FR","Without Sequence","209.96","",""
"20/04/2022 10:00:00 - 20/04/2022 11:00:00","BZN|FR","Without Sequence","193.50","",""
"20/04/2022 11:00:00 - 20/04/2022 12:00:00","BZN|FR","Without Sequence","192.99","",""
"20/04/2022 12:00:00 - 20/04/2022 13:00:00","BZN|FR","Without Sequence","200.00","",""
"20/04/2022 13:00:00 - 20/04/2022 14:00:00","BZN|FR","Without Sequence","185.47","",""
"20/04/2022 14:00:00 - 20/04/2022 15:00:00","BZN|FR","Without Sequence","175.60","",""
"20/04/2022 15:00:00 - 20/04/2022 16:00:00","BZN|FR","Without Sequence","176.31","",""
"20/04/2022 16:00:00 - 20/04/2022 17:00:00","BZN|FR","Without Sequence","175.94","",""
"20/04/2022 17:00:00 - 20/04/2022 18:00:00","BZN|FR","Without Sequence","196.15","",""
"20/04/2022 18:00:00 - 20/04/2022 19:00:00","BZN|FR","Without Sequence","222.95","",""
"20/04/2022 19:00:00 - 20/04/2022 20:00:00","BZN|FR","Without Sequence","249.00","",""
"20/04/2022 20:00:00 - 20/04/2022 21:00:00","BZN|FR","Without Sequence","250.00","",""
"20/04/2022 21:00:00 - 20/04/2022 22:00:00","BZN|FR","Without Sequence","239.18","",""
"20/04/2022 22:00:00 - 20/04/2022 23:00:00","BZN|FR","Without Sequence","220.10","",""
"20/04/2022 23:00:00 - 21/04/2022 00:00:00","BZN|FR","Without Sequence","220.10","",""
"21/04/2022 00:00:00 - 21/04/2022 01:00:00","BZN|FR","Without Sequence","188.55","",""
"21/04/2022 01:00:00 - 21/04/2022 02:00:00","BZN|FR","Without Sequence","179.92","",""
"21/04/2022 02:00:00 - 21/04/2022 03:00:00","BZN|FR","Without Sequence","181.08","",""
"21/04/2022 03:00:00 - 21/04/2022 04:00:00","BZN|FR","Without Sequence","178.92","",""
"21/04/2022 04:00:00 - 21/04/2022 05:00:00","BZN|FR","Without Sequence","180.50","",""
"21/04/2022 05:00:00 - 21/04/2022 06:00:00","BZN|FR","Without Sequence","199.92","",""
"21/04/2022 06:00:00 - 21/04/2022 07:00:00","BZN|FR","Without Sequence","229.76","",""
"21/04/2022 07:00:00 - 21/04/2022 08:00:00","BZN|FR","Without Sequence","256.02","",""
"21/04/2022 08:00:00 - 21/04/2022 09:00:00","BZN|FR","Without Sequence","256.25","",""
"21/04/2022 09:00:00 - 21/04/2022 10:00:00","BZN|FR","Without Sequence","232.26","",""
"21/04/2022 10:00:00 - 21/04/2022 11:00:00","BZN|FR","Without Sequence","207.93","",""
"21/04/2022 11:00:00 - 21/04/2022 12:00:00","BZN|FR","Without Sequence","206.44","",""
"21/04/2022 12:00:00 - 21/04/2022 13:00:00","BZN|FR","Without Sequence","199.36","",""
"21/04/2022 13:00:00 - 21/04/2022 14:00:00","BZN|FR","Without Sequence","189.59","",""
"21/04/2022 14:00:00 - 21/04/2022 15:00:00","BZN|FR","Without Sequence","183.04","",""
"21/04/2022 15:00:00 - 21/04/2022 16:00:00","BZN|FR","Without Sequence","173.91","",""
"21/04/2022 16:00:00 - 21/04/2022 17:00:00","BZN|FR","Without Sequence","175.45","",""
"21/04/2022 17:00:00 - 21/04/2022 18:00:00","BZN|FR","Without Sequence","185.41","",""
"21/04/2022 18:00:00 - 21/04/2022 19:00:00","BZN|FR","Without Sequence","204.96","",""
"21/04/2022 19:00:00 - 21/04/2022 20:00:00","BZN|FR","Without Sequence","220.62","",""
"21/04/2022 20:00:00 - 21/04/2022 21:00:00","BZN|FR","Without Sequence","223.61","",""
"21/04/2022 21:00:00 - 21/04/2022 22:00:00","BZN|FR","Without Sequence","220.44","",""
"21/04/2022 22:00:00 - 21/04/2022 23:00:00","BZN|FR","Without Sequence","199.71","",""
"21/04/2022 23:00:00 - 22/04/2022 00:00:00","BZN|FR","Without Sequence","199.71","",""
"22/04/2022 00:00:00 - 22/04/2022 01:00:00","BZN|FR","Without Sequence","216.06","",""
"22/04/2022 01:00:00 - 22/04/2022 02:00:00","BZN|FR","Without Sequence","190.91","",""
"22/04/2022 02:00:00 - 22/04/2022 03:00:00","BZN|FR","Without Sequence","187.01","",""
"22/04/2022 03:00:00 - 22/04/2022 04:00:00","BZN|FR","Without Sequence","179.41","",""
"22/04/2022 04:00:00 - 22/04/2022 05:00:00","BZN|FR","Without Sequence","176.09","",""
"22/04/2022 05:00:00 - 22/04/2022 06:00:00","BZN|FR","Without Sequence","189.58","",""
"22/04/2022 06:00:00 - 22/04/2022 07:00:00","BZN|FR","Without Sequence","218.07","",""
"22/04/2022 07:00:00 - 22/04/2022 08:00:00","BZN|FR","Without Sequence","239.95","",""
"22/04/2022 08:00:00 - 22/04/2022 09:00:00","BZN|FR","Without Sequence","244.10","",""
"22/04/2022 09:00:00 - 22/04/2022 10:00:00","BZN|FR","Without Sequence","221.05","",""
"22/04/2022 10:00:00 - 22/04/2022 11:00:00","BZN|FR","Without Sequence","197.77","",""
"22/04/2022 11:00:00 - 22/04/2022 12:00:00","BZN|FR","Without Sequence","188.98","",""
"22/04/2022 12:00:00 - 22/04/2022 13:00:00","BZN|FR","Without Sequence","201.26","",""
"22/04/2022 13:00:00 - 22/04/2022 14:00:00","BZN|FR","Without Sequence","197.10","",""
"22/04/2022 14:00:00 - 22/04/2022 15:00:00","BZN|FR","Without Sequence","188.14","",""
"22/04/2022 15:00:00 - 22/04/2022 16:00:00","BZN|FR","Without Sequence","183.07","",""
"22/04/2022 16:00:00 - 22/04/2022 17:00:00","BZN|FR","Without Sequence","194.85","",""
"22/04/2022 17:00:00 - 22/04/2022 18:00:00","BZN|FR","Without Sequence","189.96","",""
"22/04/2022 18:00:00 - 22/04/2022 19:00:00","BZN|FR","Without Sequence","206.43","",""
"22/04/2022 19:00:00 - 22/04/2022 20:00:00","BZN|FR","Without Sequence","209.61","",""
"22/04/2022 20:00:00 - 22/04/2022 21:00:00","BZN|FR","Without Sequence","209.97","",""
"22/04/2022 21:00:00 - 22/04/2022 22:00:00","BZN|FR","Without Sequence","213.08","",""
"22/04/2022 22:00:00 - 22/04/2022 23:00:00","BZN|FR","Without Sequence","191.96","",""
"22/04/2022 23:00:00 - 23/04/2022 00:00:00","BZN|FR","Without Sequence","191.96","",""
"23/04/2022 00:00:00 - 23/04/2022 01:00:00","BZN|FR","Without Sequence","180.21","",""
"23/04/2022 01:00:00 - 23/04/2022 02:00:00","BZN|FR","Without Sequence","173.15","",""
"23/04/2022 02:00:00 - 23/04/2022 03:00:00","BZN|FR","Without Sequence","168.03","",""
"23/04/2022 03:00:00 - 23/04/2022 04:00:00","BZN|FR","Without Sequence","142.00","",""
"23/04/2022 04:00:00 - 23/04/2022 05:00:00","BZN|FR","Without Sequence","126.58","",""
"23/04/2022 05:00:00 - 23/04/2022 06:00:00","BZN|FR","Without Sequence","122.45","",""
"23/04/2022 06:00:00 - 23/04/2022 07:00:00","BZN|FR","Without Sequence","135.31","",""
"23/04/2022 07:00:00 - 23/04/2022 08:00:00","BZN|FR","Without Sequence","149.99","",""
"23/04/2022 08:00:00 - 23/04/2022 09:00:00","BZN|FR","Without Sequence","168.64","",""
"23/04/2022 09:00:00 - 23/04/2022 10:00:00","BZN|FR","Without Sequence","211.94","",""
"23/04/2022 10:00:00 - 23/04/2022 11:00:00","BZN|FR","Without Sequence","203.42","",""
"23/04/2022 11:00:00 - 23/04/2022 12:00:00","BZN|FR","Without Sequence","204.43","",""
"23/04/2022 12:00:00 - 23/04/2022 13:00:00","BZN|FR","Without Sequence","216.83","",""
"23/04/2022 13:00:00 - 23/04/2022 14:00:00","BZN|FR","Without Sequence","210.08","",""
"23/04/2022 14:00:00 - 23/04/2022 15:00:00","BZN|FR","Without Sequence","207.06","",""
"23/04/2022 15:00:00 - 23/04/2022 16:00:00","BZN|FR","Without Sequence","165.09","",""
"23/04/2022 16:00:00 - 23/04/2022 17:00:00","BZN|FR","Without Sequence","145.32","",""
"23/04/2022 17:00:00 - 23/04/2022 18:00:00","BZN|FR","Without Sequence","158.46","",""
"23/04/2022 18:00:00 - 23/04/2022 19:00:00","BZN|FR","Without Sequence","170.48","",""
"23/04/2022 19:00:00 - 23/04/2022 20:00:00","BZN|FR","Without Sequence","168.19","",""
